 ,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,Flow,,,,,,,,,,
7-Dec-12,7.3,149,80,60,700,216,25,18.5,     <0.15,9.1,7.0,133,,,,,,,,,,
8-Dec-12,7.4,152,184,134,804,290,27,16.4,     <0.15,6.8,4.3,143,,,,,,,,,,
9-Dec-12,7.5,123,154,114,704,232,25,16.6,0.29,5.0,2.7,147,,,,,,,,,,
10-Dec-12,7.3,144,148,104,738,230,25,17.5,     <0.15,8.4,6.1,168,,,,,,,,,,
11-Dec-12,7.3,167,122,80,838,234,31,21.5,0.68,11.6,8.9,173,,,,,,,,,,
12-Dec-12,7.3,133,100,70,838,232,31,21.2,     <0.15,11.6,8.8,167,,,,,,,,,,
13-Dec-12,7.2,178,104,76,866,242,30,17.9,0.49,18.4,       T/X,127,,,,,,,,,,
14-Dec-12,7.4,147,112,92,806,224,30,20.1,     <0.15,11.4,8.1,127,,,,,,,,,,
15-Dec-12,7.4,140,204,136,754,T/X,27,18.3,     <0.15,6.6,3.7,157,,,,,,,,,,
16-Dec-12,7.4,133,204,140,714,232,25,15.6,     <0.15,4.7,2.1,163,,,,,,,,,,
17-Dec-12,7.4,104,90,64,664,198,25,17.1,2.11,5.5,4.0,175,,,,,,,,,,
18-Dec-12,7.3,118,118,82,772,206,28,19.7,0.19,7.8,5.8,171,,,,,,,,,,
19-Dec-12,7.3,120,92,70,758,208,26,17.8,     <0.15,10.0,8.4,152,,,,,,,,,,
20-Dec-12,7.3,132,222,138,666,216,21,11.3,0.39,7.6,5.0,398,,,,,,,,,,
21-Dec-12,7.4,      T/X,138,92,648,178,14,6.6,1.27,4.1,2.0,339,,,,,,,,,,
22-Dec-12,7.6,      T/X,88,68,690,168,17,9.7,0.62,4.2,2.3,260,,,,,,,,,,
23-Dec-12,7.5,80,78,62,648,182,19,11.1,0.15,3.2,1.5,254,,,,,,,,,,
24-Dec-12,7.5,89,110,84,642,158,19,11.3,     <0.15,3.6,2.1,224,,,,,,,,,,
25-Dec-12,7.4,102,78,58,650,154,21,13.7,     <0.15,4.3,2.8,174,,,,,,,,,,
26-Dec-12,7.4,112,134,106,756,184,27,16.4,0.38,5.0,3.2,155,,,,,,,,,,
27-Dec-12,7.2,172,138,110,848,252,28,16.6,0.28,12.2,9.7,161,,,,,,,,,,
28-Dec-12,7.3,135,96,74,806,218,27,17.2,     <0.15,13.6,11.4,193,,,,,,,,,,
29-Dec-12,7.7,137,130,108,762,216,24,16.6,0.41,7.1,5.5,194,,,,,,,,,,
30-Dec-12,7.4,108,100,86,704,200,24,15.6,0.25,3.7,2.1,188,,,,,,,,,,
31-Dec-12,7.4,112,102,92,710,194,24,14.6,     <0.15,3.7,2.2,153,,,,,,,,,,
1-Jan-11,7.7,43,50,34,920,172,9.28,4.05,2.95,1.28,0.47,441,,,,,,,,,,
2-Jan-11,7.5,67,104,68,930,202,13.19,5.58,2.05,1.68,0.33,408,,,,,,,,,,
3-Jan-11,7.5,89,124,84,940,232,15.42,7.38,1.00,2.61,0.65,346,,,,,,,,,,
4-Jan-11,7.4,83,116,92,910,202,15.65,8.42,1.06,4.33,2.68,293,,,,,,,,,,
5-Jan-11,7.4,174,316,148,1077,284,20.90,8.78,1.03,7.39,4.24,300,,,,,,,,,,
6-Jan-11,7.5,103,100,60,810,178,15.96,8.09,0.95,4.51,2.85,279,,,,,,,,,,
7-Jan-11,7.5,87,126,80,762,180,13.81,6.00,1.76,5.01,3.48,319,,,,,,,,,,
8-Jan-11,7.4,80,112,66,764,174,15.91,7.63,1.68,3.25,1.75,354,,,,,,,,,,
9-Jan-11,7.3,113,272,152,882,266,18.78,6.56,1.31,3.53,1.08,349,,,,,,,,,,
10-Jan-11,7.3,84,88,64,800,200,16.08,9.56,1.09,3.70,2.27,313,,,,,,,,,,
11-Jan-11,7.2,165,208,112,1346,292,22.93,13.22,1.02,10.68,7.91,164,,,,,,,,,,
12-Jan-11,7.4,101,140,88,1341,246,25.65,14.37,1.16,5.01,3.55,176,,,,,,,,,,
13-Jan-11,7.4,83,68,32,1037,190,24.85,14.49,1.46,6.38,4.46,158,,,,,,,,,,
14-Jan-11,7.4,230,222,156,1082,306,33.08,14.40,0.69,14.32,10.50,164,,,,,,,,,,
15-Jan-11,7.4,215,240,176,972,308,30.53,11.79,0.76,7.48,4.71,173,,,,,,,,,,
16-Jan-11,7.4,182,172,136,872,238,28.05,12.03,1.18,5.44,2.74,168,,,,,,,,,,
17-Jan-11,7.4,168,208,148,908,282,26.80,11.67,1.05,6.85,4.32,168,,,,,,,,,,
18-Jan-11,7.4,148,144,92,1374,290,25.20,11.60,0.99,7.63,5.41,213,,,,,,,,,,
19-Jan-11,7.3,113,89,75,1136,232,21.41,11.74,1.08,6.37,4.65,169,,,,,,,,,,
20-Jan-11,7.3,115,64,60,996,220,24.74,13.19,1.14,7.53,5.92,171,,,,,,,,,,
21-Jan-11,7.5,103,72,64,888,204,24.00,13.53,1.17,5.12,3.72,169,,,,,,,,,,
22-Jan-11,7.3,120,90,72,902,214,25.28,13.96,1.75,10.73,9.04,165,,,,,,,,,,
23-Jan-11,7.3,93,64,60,788,234,24.58,14.49,1.19,3.84,2.40,156,,,,,,,,,,
24-Jan-11,7.4,115,100,76,908,240,26.58,15.84,1.39,5.33,3.31,146,,,,,,,,,,
25-Jan-11,7.4,122,104,64,956,234,25.75,15.93,1.44,6.81,5.26,169,,,,,,,,,,
26-Jan-11,7.5,99,97,74,862,226,23.60,14.35,1.28,6.51,4.75,130,,,,,,,,,,
27-Jan-11,7.2,158,124,108,1002,262,26.50,17.17,1.23,11.39,9.47,141,,,,,,,,,,
28-Jan-11,7.3,122,96,74,1102,216,28.32,17.86,1.61,7.51,5.89,182,,,,,,,,,,
29-Jan-11,7.7,108,54,52,948,198,25.25,17.50,1.33,5.57,3.97,168,,,,,,,,,,
30-Jan-11,7.4,120,92,76,780,198,24.43,16.74,1.34,3.81,2.39,143,,,,,,,,,,
31-Jan-11,7.3,208,316,172,1068,352,35.14,16.05,0.89,9.34,5.47,182,,,,,,,,,,
1-Feb-11,7.5,157,120,80,1128,242,33.91,20.68,1.00,10.60,8.38,153,,,,,,,,,,
2-Feb-11,7.5,149,108,80,944,204,24.64,14.16,0.72,5.13,3.72,145,,,,,,,,,,
3-Feb-11,7.5,117,96,72,962,208,25.62,13.70,1.23,3.95,2.29,168,,,,,,,,,,
4-Feb-11,7.5,134,100,86,996,206,24.07,13.21,1.25,4.17,2.50,140,,,,,,,,,,
5-Feb-11,7.4,158,94,86,1051,206,27.21,15.60,1.01,5.28,3.52,168,,,,,,,,,,
6-Feb-11,7.7,133,108,80,1245,236,24.88,12.87,1.48,4.12,2.25,169,,,,,,,,,,
7-Feb-11,7.4,150,106,89,1343,228,25.54,13.98,1.44,5.83,4.11,168,,,,,,,,,,
8-Feb-11,7.6,124,108,88,1519,250,27.76,17.12,0.68,8.69,6.74,162,,,,,,,,,,
9-Feb-11,7.3,119,108,88,1268,244,25.93,13.67,0.68,9.06,7.10,155,,,,,,,,,,
10-Feb-11,7.4,128,86,68,1003,236,27.57,17.93,0.94,10.41,8.39,162,,,,,,,,,,
11-Feb-11,7.4,142,80,64,898,210,25.77,15.89,1.14,7.15,5.42,207,,,,,,,,,,
12-Feb-11,7.4,116,92,60,850,204,22.22,13.03,1.22,4.24,2.75,157,,,,,,,,,,
13-Feb-11,7.4,127,92,72,1286,250,22.25,11.86,1.23,7.09,5.16,198,,,,,,,,,,
14-Feb-11,7.4,123,120,106,1902,228,17.30,9.10,1.20,3.58,1.84,199,,,,,,,,,,
15-Feb-11,7.4,125,128,88,1581,278,20.57,10.89,1.33,6.37,4.57,263,,,,,,,,,,
16-Feb-11,7.4,87,128,68,1303,206,17.11,10.56,1.16,4.73,3.23,247,,,,,,,,,,
17-Feb-11,7.4,59,108,64,1159,192,13.56,6.51,1.67,3.28,1.96,412,,,,,,,,,,
18-Feb-11,7.5,93,150,96,1200,234,14.39,5.63,2.35,3.43,1.40,441,,,,,,,,,,
19-Feb-11,7.6,55,58,46,1097,212,12.26,6.06,2.37,2.31,1.06,435,,,,,,,,,,
20-Feb-11,7.6,66,112,72,1077,232,12.37,5.87,1.78,2.35,0.88,444,,,,,,,,,,
21-Feb-11,7.9,46,64,24,952,170,9.70,4.75,2.20,1.58,0.68,432,,,,,,,,,,
22-Feb-11,7.6,54,44,34,1047,208,11.58,6.01,2.28,2.12,1.12,398,,,,,,,,,,
23-Feb-11,7.3,160,140,92,1283,294,19.71,8.11,1.65,15.04,12.00,392,,,,,,,,,,
24-Feb-11,7.4,120,172,112,1306,310,20.44,8.98,1.49,6.00,3.72,379,,,,,,,,,,
25-Feb-11,7.5,98,64,56,1178,190,17.28,9.07,0.97,5.09,3.54,345,,,,,,,,,,
26-Feb-11,7.6,87,118,94,1228,234,17.62,8.34,1.24,3.06,1.34,391,,,,,,,,,,
27-Feb-11,7.9,96,108,82,1156,232,16.88,8.45,1.38,2.63,1.08,367,,,,,,,,,,
28-Feb-11,7.2,130,272,156,1201,296,17.56,5.59,1.64,7.24,4.20,443,,,,,,,,,,
1-Mar-11,7.5,74,76,52,1098,240,12.02,5.02,1.97,4.75,3.56,425,,,,,,,,,,
2-Mar-11,7.4,72,36,24,1022,216,14.46,6.80,1.66,4.41,2.91,396,,,,,,,,,,
3-Mar-11,7.6,58,56,28,1022,216,15.49,7.76,1.78,3.97,2.85,359,,,,,,,,,,
4-Mar-11,7.4,73,94,69,958,206,15.77,7.92,1.40,4.15,2.73,304,,,,,,,,,,
5-Mar-11,7.5,33,53,32,796,156,6.95,3.15,2.34,1.23,0.58,441,,,,,,,,,,
6-Mar-11,7.6,30,52,36,1047,210,9.47,4.58,2.43,1.15,0.47,439,,,,,,,,,,
7-Mar-11,7.5,47,176,128,1020,202,11.77,5.99,2.08,3.11,1.89,441,,,,,,,,,,
8-Mar-11,7.4,55,84,48,1013,204,15.10,7.04,1.36,3.97,2.05,434,,,,,,,,,,
9-Mar-11,7.5,50,52,28,1012,188,12.13,5.41,1.88,3.99,2.73,427,,,,,,,,,,
10-Mar-11,7.5,45,36,28,988,200,13.11,6.26,1.66,4.40,3.08,416,,,,,,,,,,
11-Mar-11,7.6,47,35,27,978,202,12.58,6.94,1.03,2.22,1.37,320,,,,,,,,,,
12-Mar-11,7.5,103,106,82,998,232,15.34,7.32,1.44,2.35,0.82,290,,,,,,,,,,
13-Mar-11,7.5,61,52,48,946,218,14.99,7.98,1.23,2.17,1.00,259,,,,,,,,,,
14-Mar-11,7.3,95,116,84,1002,228,18.44,9.70,1.20,4.90,3.00,233,,,,,,,,,,
15-Mar-11,7.5,106,92,68,1032,206,18.45,9.79,1.23,8.31,6.77,231,,,,,,,,,,
16-Mar-11,7.5,92,72,56,976,182,19.89,10.79,1.57,6.56,4.98,238,,,,,,,,,,
17-Mar-11,7.5,84,70,56,968,226,21.10,11.18,1.23,5.51,4.13,225,,,,,,,,,,
18-Mar-11,7.3,102,74,64,950,224,21.42,10.53,1.13,6.61,5.45,219,,,,,,,,,,
19-Mar-11,7.4,104,72,66,936,232,19.96,10.06,1.04,6.32,5.00,203,,,,,,,,,,
20-Mar-11,7.6,99,172,112,1025,276,19.26,9.04,1.02,3.15,1.16,263,,,,,,,,,,
21-Mar-11,7.4,80,132,92,912,210,16.37,8.39,1.49,3.46,1.75,274,,,,,,,,,,
22-Mar-11,7.4,94,84,64,866,204,16.23,7.42,1.95,5.47,3.81,404,,,,,,,,,,
23-Mar-11,7.5,74,120,80,938,248,13.50,4.88,1.32,4.04,2.46,395,,,,,,,,,,
24-Mar-11,7.5,64,72,36,892,182,12.98,6.26,1.74,2.68,1.45,299,,,,,,,,,,
25-Mar-11,7.5,80,64,54,926,218,15.34,7.70,1.38,3.90,2.49,213,,,,,,,,,,
26-Mar-11,7.4,148,140,108,1021,274,19.80,8.06,0.96,7.37,4.95,248,,,,,,,,,,
27-Mar-11,7.4,72,92,72,890,220,17.86,8.86,1.22,2.59,1.00,247,,,,,,,,,,
28-Mar-11,7.4,66,40,36,888,206,16.90,8.23,1.60,3.51,2.09,193,,,,,,,,,,
29-Mar-11,7.4,88,76,56,960,236,16.36,8.35,1.54,5.03,3.85,203,,,,,,,,,,
30-Mar-11,7.2,130,96,76,954,246,19.61,9.87,1.54,8.05,6.19,218,,,,,,,,,,
31-Mar-11,7.3,144,108,92,1032,292,22.37,11.27,0.95,7.62,5.30,270,,,,,,,,,,
1-Apr-11,7.3,123,134,108,892,220,20.73,9.82,0.96,7.76,5.47,226,,,,,,,,,,
2-Apr-11,7.2,395,496,372,1212,514,27.49,9.17,0.97,6.91,3.08,206,,,,,,,,,,
3-Apr-11,7.5,105,80,60,842,210,18.21,9.26,1.27,3.17,1.31,209,,,,,,,,,,
4-Apr-11,7.3,108,112,88,858,230,18.84,9.52,0.89,3.06,1.38,230,,,,,,,,,,
5-Apr-11,7.3,102,84,52,926,206,19.73,10.03,1.29,3.29,1.87,207,,,,,,,,,,
6-Apr-11,7.3,126,94,66,1039,306,21.26,11.55,1.41,6.41,4.60,197,,,,,,,,,,
7-Apr-11,7.2,121,94,73,992,248,20.96,12.38,1.53,5.75,4.22,277,,,,,,,,,,
8-Apr-11,7.2,123,168,118,736,218,16.27,7.13,1.41,3.70,1.47,323,,,,,,,,,,
9-Apr-11,7.5,58,60,44,800,178,13.13,7.23,2.04,1.91,0.67,311,,,,,,,,,,
10-Apr-11,7.4,76,104,72,816,198,15.77,7.24,1.65,2.20,0.64,332,,,,,,,,,,
11-Apr-11,7.3,102,88,68,884,228,16.95,8.02,1.86,3.40,1.57,313,,,,,,,,,,
12-Apr-11,7.3,89,104,56,906,228,18.58,9.78,2.22,3.97,2.38,238,,,,,,,,,,
13-Apr-11,7.3,91,112,68,942,250,19.67,10.62,1.36,4.28,2.41,196,,,,,,,,,,
14-Apr-11,7.3,199,260,180,1072,362,30.68,10.53,0.64,8.37,3.81,245,,,,,,,,,,
15-Apr-11,7.3,335,484,368,1328,516,47.66,12.87,0.92,15.08,7.30,198,,,,,,,,,,
16-Apr-11,7.4,85,84,58,878,212,17.46,8.97,1.24,3.53,2.02,255,,,,,,,,,,
17-Apr-11,7.4,74,72,56,870,210,18.77,10.29,1.21,2.31,1.06,229,,,,,,,,,,
18-Apr-11,7.3,93,120,68,764,196,15.20,7.29,1.03,4.74,3.04,289,,,,,,,,,,
19-Apr-11,7.3,72,87,50,750,168,14.87,7.48,1.28,2.94,1.63,324,,,,,,,,,,
20-Apr-11,7.5,57,152,56,704,170,9.25,3.56,2.65,2.00,0.70,369,,,,,,,,,,
21-Apr-11,7.4,60,92,40,918,232,11.77,5.34,2.51,2.61,0.82,375,,,,,,,,,,
22-Apr-11,7.5,65,82,46,750,188,10.50,4.37,1.78,2.66,1.42,436,,,,,,,,,,
23-Apr-11,7.5,46,42,30,754,188,7.71,3.22,2.36,1.26,0.50,442,,,,,,,,,,
24-Apr-11,7.5,47,60,36,888,212,9.93,4.42,1.71,1.28,0.50,424,,,,,,,,,,
25-Apr-11,7.5,51,108,40,872,206,10.84,5.07,1.68,1.95,0.71,438,,,,,,,,,,
26-Apr-11,7.3,52,96,48,642,166,10.93,5.19,1.37,4.53,2.95,408,,,,,,,,,,
27-Apr-11,7.4,40,46,40,670,156,7.76,2.87,1.86,3.50,2.53,417,,,,,,,,,,
28-Apr-11,7.4,65,52,20,816,180,8.47,2.83,1.49,5.88,4.97,453,,,,,,,,,,
29-Apr-11,7.5,73,54,34,860,130,10.22,4.25,1.31,3.06,1.95,443,,,,,,,,,,
30-Apr-11,7.4,45,56,34,818,152,10.69,4.84,1.12,1.51,0.60,449,,,,,,,,,,
1-May-11,7.4,83,108,88,884,200,14.43,5.76,0.99,2.30,0.62,439,,,,,,,,,,
2-May-11,7.4,66,104,80,858,206,14.72,7.13,1.42,2.48,0.68,412,,,,,,,,,,
3-May-11,7.3,125,124,84,964,232,17.52,7.65,0.95,7.12,4.91,418,,,,,,,,,,
4-May-11,7.3,75,100,52,900,222,14.29,6.90,0.72,4.78,3.17,377,,,,,,,,,,
5-May-11,7.3,68,80,60,972,312,14.32,7.02,0.60,3.33,1.91,278,,,,,,,,,,
6-May-11,7.2,98,88,74,992,258,18.11,8.63,0.49,5.93,4.09,206,,,,,,,,,,
7-May-11,7.3,97,98,72,970,252,18.44,9.38,0.77,5.72,3.90,217,,,,,,,,,,
8-May-11,7.4,85,92,48,938,240,18.37,9.35,1.19,3.32,1.59,224,,,,,,,,,,
9-May-11,7.3,106,72,40,944,256,20.71,11.26,0.94,4.53,2.84,198,,,,,,,,,,
10-May-11,7.3,97,84,44,962,244,23.40,12.56,1.33,6.00,4.38,165,,,,,,,,,,
11-May-11,7.4,108,132,84,968,260,25.07,13.17,1.34,4.05,2.20,206,,,,,,,,,,
12-May-11,7.2,187,292,180,1037,316,27.90,12.26,1.10,8.70,5.59,233,,,,,,,,,,
13-May-11,7.2,118,182,112,880,224,24.46,13.90,1.04,6.58,4.28,282,,,,,,,,,,
14-May-11,7.5,182,268,164,982,300,31.41,13.92,1.76,7.43,2.90,244,,,,,,,,,,
15-May-11,7.4,59,140,64,598,152,14.41,7.11,2.08,2.72,1.06,407,,,,,,,,,,
16-May-11,7.5,103,64,36,830,200,16.84,8.54,1.61,6.01,4.16,348,,,,,,,,,,
17-May-11,7.3,130,132,68,960,262,21.34,11.67,1.44,7.18,5.07,294,,,,,,,,,,
18-May-11,7.4,77,84,52,876,206,19.02,10.16,1.72,4.42,2.58,261,,,,,,,,,,
19-May-11,7.3,125,97,77,1020,262,19.77,9.86,1.08,6.98,5.44,221,,,,,,,,,,
20-May-11,7.4,90,80,66,906,206,19.42,10.03,1.43,4.53,3.04,197,,,,,,,,,,
21-May-11,7.4,104,86,58,912,242,20.03,9.99,0.40,3.96,2.26,195,,,,,,,,,,
22-May-11,7.6,114,132,88,908,250,20.87,9.87,0.37,3.76,1.70,227,,,,,,,,,,
23-May-11,7.3,109,92,56,900,200,24.30,12.95,0.55,6.53,4.52,169,,,,,,,,,,
24-May-11,7.3,321,592,412,1426,588,38.73,16.47,0.31,8.53,3.79,189,,,,,,,,,,
25-May-11,7.3,84,132,56,762,200,17.06,9.07,0.77,4.36,2.60,353,,,,,,,,,,
26-May-11,7.5,35,76,37,596,164,8.13,3.72,1.47,2.71,1.86,488,,,,,,,,,,
27-May-11,7.4,81,200,120,814,194,15.20,4.81,1.13,3.28,1.19,424,,,,,,,,,,
28-May-11,7.4,47,60,39,760,156,10.05,4.81,0.18,2.07,0.90,435,,,,,,,,,,
29-May-11,7.5,35,48,32,584,118,7.06,3.18,0.39,1.24,0.43,464,,,,,,,,,,
30-May-11,7.7,16,25,<8,622,122,5.46,3.14,0.71,0.79,0.41,455,,,,,,,,,,
31-May-11,7.4,51,88,20,826,172,12.38,6.50,0.33,4.28,2.97,366,,,,,,,,,,
1-Jun-11,7.3,146,390,206,1277,402,19.85,6.27,0.16,10.67,6.56,355,,,,,,,,,,
2-Jun-11,7.3,112,304,156,1051,266,16.87,6.47,0.20,6.35,3.98,335,,,,,,,,,,
3-Jun-11,7.4,60,72,60,866,184,14.40,7.42,0.17,3.25,1.93,353,,,,,,,,,,
4-Jun-11,7.4,70,74,44,804,196,14.09,7.03,<0.15,2.59,1.15,415,,,,,,,,,,
5-Jun-11,7.4,41,60,28,670,154,9.45,5.14,0.26,1.78,0.76,440,,,,,,,,,,
6-Jun-11,7.2,87,124,68,834,254,14.49,6.63,<0.15,5.80,4.16,382,,,,,,,,,,
7-Jun-11,7.4,72,74,49,828,216,16.92,7.60,<0.15,5.52,4.12,409,,,,,,,,,,
8-Jun-11,7.3,278,684,364,1354,508,25.13,6.41,<0.15,7.38,2.89,387,,,,,,,,,,
9-Jun-11,7.4,84,228,108,722,206,15.02,4.65,0.53,4.69,1.62,387,,,,,,,,,,
10-Jun-11,7.7,36,44,28,602,126,7.25,2.86,1.76,1.73,0.73,462,,,,,,,,,,
11-Jun-11,7.6,79,248,124,924,268,18.32,5.45,1.18,6.42,1.11,458,,,,,,,,,,
12-Jun-11,7.7,50,58,40,806,204,9.94,4.81,0.94,2.14,0.76,386,,,,,,,,,,
13-Jun-11,7.5,81,328,120,1151,282,14.69,5.54,0.66,5.39,1.48,450,,,,,,,,,,
14-Jun-11,7.5,63,184,74,910,228,13.41,6.16,0.63,4.15,1.95,436,,,,,,,,,,
15-Jun-11,7.3,61,94,64,664,194,9.31,3.98,0.58,4.02,2.62,438,,,,,,,,,,
16-Jun-11,7.5,61,74,46,698,180,9.53,3.99,0.89,2.47,1.19,478,,,,,,,,,,
17-Jun-11,7.6,73,84,58,806,208,11.72,5.84,0.62,3.10,1.55,468,,,,,,,,,,
18-Jun-11,7.6,48,48,36,744,186,10.88,5.73,0.69,1.79,0.66,354,,,,,,,,,,
19-Jun-11,7.5,66,70,62,842,198,14.32,6.91,0.69,2.39,0.97,248,,,,,,,,,,
20-Jun-11,7.5,89,166,94,802,218,14.58,6.66,0.71,3.93,1.71,345,,,,,,,,,,
21-Jun-11,7.5,62,82,58,786,190,11.34,5.78,0.71,4.71,3.16,389,,,,,,,,,,
22-Jun-11,7.4,78,100,68,800,170,12.16,5.86,0.92,4.53,2.99,294,,,,,,,,,,
23-Jun-11,7.6,78,108,60,904,214,15.81,8.52,0.74,3.99,2.31,240,,,,,,,,,,
24-Jun-11,7.5,65,78,56,882,216,17.71,9.65,0.69,2.99,1.38,234,,,,,,,,,,
25-Jun-11,7.5,71,78,46,854,208,18.97,10.29,0.87,2.87,1.08,208,,,,,,,,,,
26-Jun-11,7.5,115,110,84,854,244,21.37,10.33,0.84,3.39,0.93,194,,,,,,,,,,
27-Jun-11,7.4,105,94,76,854,218,20.07,11.26,0.86,5.62,3.65,224,,,,,,,,,,
28-Jun-11,7.4,118,100,76,892,228,20.58,12.23,0.99,8.43,6.24,188,,,,,,,,,,
29-Jun-11,7.4,117,98,92,890,202,22.00,12.19,0.49,7.25,5.27,183,,,,,,,,,,
30-Jun-11,7.4,106,112,74,910,268,23.49,11.66,0.47,5.11,3.28,224,,,,,,,,,,
1-Jul-11,7.3,88,194,90,700,210,15.55,6.13,0.97,4.29,1.82,352,,,,,,,,,,
2-Jul-11,7.5,70,96,64,772,190,17.34,8.63,0.86,3.08,1.40,256,,,,,,,,,,
3-Jul-11,7.4,81,156,88,766,226,18.10,8.96,<0.15,3.02,1.24,233,,,,,,,,,,
4-Jul-11,7.5,97,100,78,802,232,18.88,10.15,0.89,3.02,1.29,207,,,,,,,,,,
5-Jul-11,7.5,104,100,72,828,198,22.14,11.81,0.45,4.94,3.03,169,,,,,,,,,,
6-Jul-11,7.4,140,112,64,914,218,23.27,12.42,0.87,9.55,7.28,177,,,,,,,,,,
7-Jul-11,7.4,139,142,98,892,252,23.00,12.46,0.67,8.24,6.08,185,,,,,,,,,,
8-Jul-11,7.4,111,106,72,914,262,23.91,12.33,0.89,6.92,5.08,175,,,,,,,,,,
9-Jul-11,7.4,116,96,78,886,236,23.81,12.20,0.45,6.93,5.15,172,,,,,,,,,,
10-Jul-11,7.5,108,112,84,852,224,22.66,12.11,0.87,3.58,1.97,171,,,,,,,,,,
11-Jul-11,7.3,146,172,116,850,262,25.42,10.86,0.38,5.62,3.08,215,,,,,,,,,,
12-Jul-11,7.2,315,480,292,1243,480,32.07,11.95,0.19,11.41,7.48,186,,,,,,,,,,
13-Jul-11,7.2,169,124,84,952,272,24.12,12.10,1.02,14.64,12.40,170,,,,,,,,,,
14-Jul-11,7.4,138,128,100,890,242,24.37,13.05,0.45,9.05,7.11,164,,,,,,,,,,
15-Jul-11,7.3,164,138,92,942,312,27.59,13.33,<0.15,10.76,8.18,163,,,,,,,,,,
16-Jul-11,7.3,125,124,102,906,292,25.94,13.28,0.57,6.03,4.05,152,,,,,,,,,,
17-Jul-11,7.5,103,114,96,796,260,23.30,12.18,<0.15,3.95,2.20,141,,,,,,,,,,
18-Jul-11,7.4,111,136,112,754,198,24.46,13.02,0.41,4.70,2.84,165,,,,,,,,,,
19-Jul-11,7.2,142,124,94,874,274,23.43,12.71,0.32,9.29,7.28,178,,,,,,,,,,
20-Jul-11,7.4,202,236,156,966,312,30.42,13.19,0.36,10.21,7.20,179,,,,,,,,,,
21-Jul-11,7.3,164,140,108,826,246,25.62,12.16,0.39,7.58,5.36,183,,,,,,,,,,
22-Jul-11,7.4,150,174,114,848,254,25.81,12.56,0.23,6.49,4.05,223,,,,,,,,,,
23-Jul-11,7.4,117,284,156,744,256,22.86,7.81,1.43,5.67,1.29,421,,,,,,,,,,
24-Jul-11,7.5,84,180,100,732,198,12.50,3.90,1.28,3.36,0.67,475,,,,,,,,,,
25-Jul-11,7.6,89,148,64,764,192,14.39,6.34,1.38,4.42,1.44,395,,,,,,,,,,
26-Jul-11,7.4,154,464,220,1049,344,23.36,7.29,0.57,7.42,2.28,389,,,,,,,,,,
27-Jul-11,7.3,147,228,140,898,248,21.06,8.72,0.37,8.29,5.07,357,,,,,,,,,,
28-Jul-11,7.3,97,128,76,554,142,12.78,5.25,0.58,4.60,2.63,428,,,,,,,,,,
29-Jul-11,7.5,104,138,84,728,188,16.60,5.87,0.49,5.27,2.65,418,,,,,,,,,,
30-Jul-11,7.4,113,186,130,816,238,20.11,6.96,0.31,5.24,2.12,358,,,,,,,,,,
31-Jul-11,7.3,123,174,122,738,204,19.79,8.77,0.56,4.67,2.00,221,,,,,,,,,,
1-Aug-11,7.3,177,196,124,884,252,24.45,10.45,0.17,9.75,6.20,173,,,,,,,,,,
2-Aug-11,7.3,614,1588,1072,2154,1144,71.48,12.54,<0.15,21.31,7.50,211,,,,,,,,,,
3-Aug-11,7.3,133,272,148,718,254,20.09,6.47,0.36,4.84,1.88,312,,,,,,,,,,
4-Aug-11,7.4,97,122,82,716,208,20.05,10.19,0.30,5.06,3.16,208,,,,,,,,,,
5-Aug-11,7.4,99,132,78,764,194,21.48,12.89,<0.15,4.80,2.74,240,,,,,,,,,,
6-Aug-11,7.4,116,134,108,800,200,21.32,12.03,0.78,5.25,3.09,224,,,,,,,,,,
7-Aug-11,7.4,104,152,96,666,172,20.92,9.95,0.46,4.00,1.93,294,,,,,,,,,,
8-Aug-11,7.3,127,256,140,718,226,18.44,6.68,0.41,4.56,1.47,347,,,,,,,,,,
9-Aug-11,7.3,120,152,96,736,240,20.35,7.46,0.39,5.42,2.86,282,,,,,,,,,,
10-Aug-11,7.4,118,128,80,746,184,19.09,9.13,0.43,4.95,2.86,256,,,,,,,,,,
11-Aug-11,7.4,165,260,160,920,300,22.30,9.28,0.66,7.76,4.67,331,,,,,,,,,,
12-Aug-11,7.2,163,300,172,852,280,23.15,8.33,0.57,6.52,2.74,320,,,,,,,,,,
13-Aug-11,7.4,143,268,172,810,268,20.77,7.83,0.37,5.79,2.57,352,,,,,,,,,,
14-Aug-11,7.3,124,276,172,766,262,20.16,6.85,0.65,4.64,1.09,342,,,,,,,,,,
15-Aug-11,7.3,185,412,244,970,352,29.24,10.99,0.53,9.67,4.45,346,,,,,,,,,,
16-Aug-11,7.3,194,468,268,1037,400,28.75,11.02,0.57,10.92,5.53,353,,,,,,,,,,
17-Aug-11,7.3,271,624,360,1235,458,38.64,12.34,0.71,13.09,6.84,343,,,,,,,,,,
18-Aug-11,7.3,162,348,204,914,328,24.95,8.71,1.42,7.96,4.18,336,,,,,,,,,,
19-Aug-11,7.4,124,192,104,788,256,20.91,8.28,1.03,6.51,2.98,313,,,,,,,,,,
20-Aug-11,7.4,118,248,130,732,236,19.18,6.78,0.80,4.61,1.37,346,,,,,,,,,,
21-Aug-11,7.3,132,236,140,804,294,21.56,6.91,1.03,5.24,0.98,286,,,,,,,,,,
