Date,FLOW,pH,BOD5,TS,SS,TKN,NH3-N,NO2+NO3,P-TOT,P-SOL,,,,,,
19-Apr-13,54.9,7.4,72,872,90,12,6.1,2.99,1.7,      N/S,,,,,,
20-Apr-13,43.4,7.4,117,944,94,18,9.6,1.83,2.5,      N/S,,,,,,
21-Apr-13,34.3,7.4,95,962,102,18,10.7,2.23,2.6,      N/S,,,,,,
22-Apr-13,34.5,7.6,104,958,106,18,10.0,2.99,2.6,      N/S,,,,,,
23-Apr-13,33.7,7.2,101,918,112,20,11.6,2.18,2.8,1.2,,,,,,
24-Apr-13,42.3,7.5,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      S/X,      N/S,,,,,,
25-Apr-13,35.1,7.5,83,892,80,16,10.2,2.39,2.9,      N/S,,,,,,
26-Apr-13,32.7,7.3,80,950,103,18,11.3,1.68,2.7,      N/S,,,,,,
27-Apr-13,30.6,7.1,119,984,150,21,11.8,2.23,3.4,      N/S,,,,,,
28-Apr-13,27.9,7.2,109,966,116,21,13.6,2.68,3.4,      N/S,,,,,,
29-Apr-13,26.4,7.3,129,974,136,23,13.9,2.61,3.5,      N/S,,,,,,
30-Apr-13,25.8,7.4,112,894,108,23,14.0,3.18,3.3,1.6,,,,,,
1-May-13,24.7,7.5,124,888,120,25,14.9,3.35,3.7,      N/S,,,,,,
2-May-13,26.0,7.3,136,908,132,26,15.0,4.12,5.2,      N/S,,,,,,
3-May-13,26.6,7.2,114,900,128,23,13.7,2.83,4.6,      N/S,,,,,,
4-May-13,23.9,7.3,116,864,110,25,14.1,1.64,4.0,      N/S,,,,,,
5-May-13,23.9,7.2,114,858,122,26,15.3,2.80,4.6,      N/S,,,,,,
6-May-13,24.1,7.1,126,908,122,28,16.9,2.77,4.7,      N/S,,,,,,
7-May-13,22.5,7.4,135,900,134,28,17.5,3.74,4.6,2.3,,,,,,
8-May-13,23.9,7.4,130,884,118,27,17.1,3.65,4.9,      N/S,,,,,,
9-May-13,24.7,7.2,155,890,162,28,16.8,3.93,5.9,      N/S,,,,,,
10-May-13,26.6,7.2,172,898,180,28,15.4,1.69,4.9,      N/S,,,,,,
11-May-13,24.1,7.3,127,866,112,27,15.8,1.83,4.2,      N/S,,,,,,
12-May-13,23.7,7.4,142,870,136,28,17.3,2.38,5.2,      N/S,,,,,,
13-May-13,23.9,7.3,145,902,144,37,25.2,2.75,5.2,      N/S,,,,,,
14-May-13,23.3,7.2,130,904,128,45,34.0,4.27,4.8,2.3,,,,,,
15-May-13,26.2,7.4,158,950,210,39,26.4,4.59,5.9,      N/S,,,,,,
16-May-13,22.0,7.4,135,1005,221,55,42.1,3.22,7.7,      N/S,,,,,,
17-May-13,23.2,7.4,146,894,144,31,19.2,3.44,5.6,      N/S,,,,,,
18-May-13,22.0,7.4,141,864,144,30,18.7,1.15,5.4,      N/S,,,,,,
19-May-13,22.6,7.0,130,866,146,29,18.6,2.42,5.9,      N/S,,,,,,
20-May-13,23.8,7.4,159,968,162,30,17.7,2.54,5.9,      N/S,,,,,,
21-May-13,27.2,7.3,137,852,196,27,15.2,2.02,4.8,2.1,,,,,,
22-May-13,32.3,7.2,160,866,222,27,12.9,1.62,4.8,      N/S,,,,,,
23-May-13,29.9,7.4,120,832,132,21,11.9,2.76,4.7,      N/S,,,,,,
24-May-13,24.5,7.4,123,790,108,23,14.4,1.43,4.2,      N/S,,,,,,
25-May-13,24.5,7.2,156,856,148,26,14.3,1.42,4.9,      N/S,,,,,,
26-May-13,23.2,7.3,123,834,120,26,16.0,1.82,5.0,      N/S,,,,,,
27-May-13,25.4,7.3,163,896,176,28,15.0,3.24,5.2,      N/S,,,,,,
28-May-13,28.1,7.4,216,1008,300,31,15.4,2.29,6.4,2.4,,,,,,
29-May-13,26.3,7.4,270,1036,400,37,14.9,2.49,8.4,      N/S,,,,,,
30-May-13,25.2,7.4,124,844,134,25,15.9,2.42,5.4,      N/S,,,,,,
31-May-13,29.6,7.4,170,846,214,28,13.8,1.98,6.0,      N/S,,,,,,
1-Jun-13,27.8,7.1,153,830,156,29,15.9,0.68,5.5,      N/S,,,,,,
2-Jun-13,27.3,7.3,117,794,108,24,14.2,2.61,4.5,      N/S,,,,,,
3-Jun-13,25.5,7.3,124,824,128,28,16.9,2.49,4.5,      N/S,,,,,,
4-Jun-13,23.3,7.4,139,854,146,31,18.4,1.96,5.0,2.2,,,,,,
5-Jun-13,24.6,7.3,148,850,156,31,18.7,1.94,5.4,      N/S,,,,,,
6-Jun-13,26.3,7.2,150,872,176,29,18.0,1.71,6.1,      N/S,,,,,,
7-Jun-13,24.5,7.2,148,922,158,28,16.8,1.35,5.4,      N/S,,,,,,
8-Jun-13,24.0,7.2,160,924,138,30,17.7,1.36,5.3,      N/S,,,,,,
9-Jun-13,23.9,7.2,153,954,162,30,17.9,2.44,5.7,      N/S,,,,,,
10-Jun-13,24.5,7.4,211,970,216,34,18.5,2.06,6.2,      N/S,,,,,,
11-Jun-13,23.1,7.3,182,898,192,35,19.2,1.60,6.5,2.6,,,,,,
12-Jun-13,26.8,7.2,238,1013,346,37,18.0,1.64,7.5,      N/S,,,,,,
13-Jun-13,28.2,7.3,212,976,290,29,15.0,2.08,6.9,      N/S,,,,,,
14-Jun-13,23.2,7.4,120,824,124,26,16.4,1.71,5.0,      N/S,,,,,,
15-Jun-13,25.2,7.3,155,860,166,28,17.0,1.04,5.3,      N/S,,,,,,
16-Jun-13,21.6,7.4,139,836,132,27,18.2,1.85,5.6,      N/S,,,,,,
17-Jun-13,22.0,7.2,161,796,134,32,19.7,1.73,5.0,      N/S,,,,,,
18-Jun-13,21.8,7.4,137,848,126,30,18.8,2.42,4.9,2.4,,,,,,
19-Jun-13,21.0,7.4,148,830,144,32,20.4,2.15,5.8,      N/S,,,,,,
20-Jun-13,22.1,7.3,143,832,134,30,19.7,2.52,7.2,      N/S,,,,,,
21-Jun-13,23.6,7.2,179,874,192,32,18.3,1.04,6.6,      N/S,,,,,,
22-Jun-13,25.6,7.1,175,862,194,29,16.0,1.50,5.0,      N/S,,,,,,
23-Jun-13,23.9,7.2,202,856,180,29,16.8,2.24,5.6,      N/S,,,,,,
24-Jun-13,22.5,7.3,210,904,232,34,19.1,1.06,6.1,      N/S,,,,,,
25-Jun-13,23.2,7.2,177,842,216,32,18.4,1.53,5.2,2.1,,,,,,
26-Jun-13,45.4,7.0,160,910,230,22,9.8,2.59,4.1,      N/S,,,,,,
27-Jun-13,46.5,7.6,86,778,114,14,7.7,3.42,3.1,      N/S,,,,,,
28-Jun-13,44.1,7.4,102,732,96,14,7.2,2.45,2.7,      N/S,,,,,,
29-Jun-13,29.8,7.3,114,794,110,19,9.8,2.24,3.4,      N/S,,,,,,
30-Jun-13,25.4,7.5,124,810,110,20,12.4,2.38,4.5,      N/S,,,,,,
1-Jul-13,23.6,7.4,      T/X,830,112,23,13.7,3.34,4.0,      N/S,,,,,,
2-Jul-13,23.0,7.3,148,808,148,26,15.6,3.02,4.5,2.0,,,,,,
3-Jul-13,23.9,7.3,149,836,158,27,14.5,3.25,5.0,      N/S,,,,,,
4-Jul-13,22.2,7.2,130,818,152,23,14.4,2.92,5.1,      N/S,,,,,,
5-Jul-13,23.0,7.3,121,798,142,25,15.2,2.08,4.6,      N/S,,,,,,
6-Jul-13,21.6,7.2,149,798,140,27,15.9,2.22,4.3,      N/S,,,,,,
7-Jul-13,22.3,7.4,      T/X,798,130,26,16.1,3.02,5.3,      N/S,,,,,,
8-Jul-13,24.8,7.4,      T/X,790,182,27,15.3,2.98,5.4,      N/S,,,,,,
9-Jul-13,23.7,7.3,158,808,176,27,15.2,2.30,4.8,2.2,,,,,,
10-Jul-13,22.3,7.3,115,780,136,25,16.2,1.45,4.3,      N/S,,,,,,
11-Jul-13,22.2,7.3,139,784,128,25,15.5,2.49,6.2,      N/S,,,,,,
12-Jul-13,22.8,7.4,175,812,154,28,16.3,2.08,6.3,      N/S,,,,,,
13-Jul-13,21.8,7.2,149,822,148,28,16.2,1.36,6.4,      N/S,,,,,,
14-Jul-13,21.4,7.2,161,838,176,30,18.0,2.00,6.9,      N/S,,,,,,
15-Jul-13,20.9,7.3,200,838,202,32,18.5,0.09,6.6,      N/S,,,,,,
16-Jul-13,20.0,7.2,182,798,178,32,19.6,1.31,6.5,3.7,,,,,,
17-Jul-13,20.3,7.2,175,802,188,31,19.6,0.87,6.4,      N/S,,,,,,
18-Jul-13,20.4,7.1,225,884,258,35,19.1,1.03,8.1,      N/S,,,,,,
19-Jul-13,21.6,7.2,178,800,186,31,18.4,0.03,6.7,      N/S,,,,,,
20-Jul-13,27.4,7.1,230,858,280,31,14.6,0.13,6.9,      N/S,,,,,,
21-Jul-13,25.4,7.2,202,820,220,27,14.7,1.48,6.3,      N/S,,,,,,
22-Jul-13,28.2,7.3,160,788,196,26,13.6,1.72,5.1,      N/S,,,,,,
23-Jul-13,22.1,7.2,118,758,130,27,15.9,1.94,4.7,2.2,,,,,,
24-Jul-13,21.8,7.2,161,916,188,29,17.2,1.73,5.8,      N/S,,,,,,
25-Jul-13,22.7,7.2,149,794,162,28,18.0,2.04,7.2,      N/S,,,,,,
26-Jul-13,25.6,7.3,137,1009,336,32,16.9,0.11,7.0,      N/S,,,,,,
27-Jul-13,26.6,7.2,167,866,180,25,13.7,1.19,4.6,      N/S,,,,,,
28-Jul-13,24.1,7.4,160,914,164,25,15.6,2.84,5.8,      N/S,,,,,,
29-Jul-13,21.9,7.2,147,762,140,29,17.6,1.86,5.4,      N/S,,,,,,
30-Jul-13,21.3,7.3,144,790,160,28,17.2,2.48,5.5,3.3,,,,,,
31-Jul-13,20.7,7.3,159,810,186,31,17.3,1.98,6.4,      N/S,,,,,,
1-Aug-13,22.8,7.2,168,814,210,21,16.7,1.55,5.6,      N/S,,,,,,
2-Aug-13,24.2,7.3,315,1019,228,44,15.1,0.19,10.6,      N/S,,,,,,
3-Aug-13,20.7,7.2,153,736,337,26,15.2,1.68,5.0,      N/S,,,,,,
4-Aug-13,19.7,7.3,139,732,160,27,17.8,2.50,5.3,      N/S,,,,,,
5-Aug-13,20.2,7.3,201,980,279,38,18.3,1.24,7.4,      N/S,,,,,,
6-Aug-13,19.4,7.2,168,874,186,32,19.5,2.12,6.2,3.3,,,,,,
7-Aug-13,20.0,7.2,160,808,162,29,19.5,2.55,6.7,      N/S,,,,,,
8-Aug-13,21.7,7.2,172,886,217,31,17.8,4.95,8.8,      N/S,,,,,,
9-Aug-13,19.6,7.1,160,786,50,33,19.5,0.25,7.1,      N/S,,,,,,
10-Aug-13,19.8,7.2,158,752,148,31,18.0,1.99,6.8,      N/S,,,,,,
11-Aug-13,18.9,7.1,155,784,162,31,20.5,2.69,6.9,      N/S,,,,,,
12-Aug-13,18.7,7.2,123,714,94,30,20.5,2.36,5.2,      N/S,,,,,,
13-Aug-13,19.7,7.2,180,788,170,33,20.6,2.71,5.9,3.1,,,,,,
14-Aug-13,18.8,7.2,180,828,204,34,21.0,3.08,6.0,      N/S,,,,,,
15-Aug-13,19.3,7.3,159,790,156,28,19.7,3.82,6.8,      N/S,,,,,,
16-Aug-13,18.5,7.2,156,702,126,32,21.0,0.18,6.3,      N/S,,,,,,
17-Aug-13,22.4,7.2,202,810,200,36,19.9,0.77,7.6,      N/S,,,,,,
18-Aug-13,20.2,7.3,197,794,212,31,20.0,3.48,6.6,      N/S,,,,,,
19-Aug-13,21.0,7.1,      T/X,822,248,36,21.0,2.96,6.6,      N/S,,,,,,
20-Aug-13,21.8,7.2,188,816,252,34,18.6,4.30,6.5,3.0,,,,,,
21-Aug-13,20.4,7.3,162,734,170,36,20.7,2.97,5.9,      N/S,,,,,,
22-Aug-13,20.4,7.3,181,772,222,38,20.6,2.22,7.6,      N/S,,,,,,
23-Aug-13,25.2,7.2,180,778,226,35,19.5,0.75,6.5,      N/S,,,,,,
24-Aug-13,19.2,7.2,161,688,140,32,19.9,1.74,6.1,      N/S,,,,,,
25-Aug-13,19.1,7.1,173,716,174,32,21.0,2.09,6.9,      N/S,,,,,,
26-Aug-13,20.4,7.2,      T/X,804,234,37,21.1,1.97,6.9,      N/S,,,,,,
27-Aug-13,20.0,7.3,      T/X,806,238,37,20.1,2.57,7.1,3.7,,,,,,
28-Aug-13,22.3,7.1,213,846,262,36,19.8,0.88,7.7,      N/S,,,,,,
29-Aug-13,21.9,7.1,      T/X,734,433,47,19.6,3.12,12.0,      N/S,,,,,,
30-Aug-13,21.4,7.1,195,878,304,41,19.9,0.91,9.6,      N/S,,,,,,
31-Aug-13,21.5,7.1,220,794,263,38,17.6,1.14,8.3,      N/S,,,,,,
1-Sep-13,20.3,7.2,223,894,367,40,19.5,1.87,9.1,      N/S,,,,,,
2-Sep-13,25.4,7.2,290,1034,442,41,16.2,1.50,8.7,      N/S,,,,,,
3-Sep-13,22.2,7.2,217,896,284,38,18.1,1.95,8.0,3.3,,,,,,
4-Sep-13,22.3,7.3,201,882,278,34,18.4,2.61,7.9,      N/S,,,,,,
5-Sep-13,20.6,7.2,260,1080,488,48,21.2,1.95,11.4,      N/S,,,,,,
6-Sep-13,22.8,7.2,225,912,450,37,18.4,2.18,9.0,      N/S,,,,,,
7-Sep-13,20.4,7.1,136,908,110,36,20.8,0.04,7.8,      N/S,,,,,,
8-Sep-13,19.3,7.2,225,866,292,38,22.0,1.51,8.5,      N/S,,,,,,
9-Sep-13,20.5,7.3,215,846,260,40,23.4,1.30,7.6,      N/S,,,,,,
10-Sep-13,21.1,7.2,190,796,228,37,21.5,2.15,7.1,3.6,,,,,,
11-Sep-13,20.3,7.2,163,740,198,33,21.2,2.59,6.3,      N/S,,,,,,
12-Sep-13,20.5,7.2,168,794,190,32,21.4,2.66,7.5,      N/S,,,,,,
13-Sep-13,19.8,7.2,      T/X,730,184,35,22.9,0.50,7.1,      N/S,,,,,,
14-Sep-13,21.0,7.1,245,810,264,38,20.9,0.04,8.0,      N/S,,,,,,
15-Sep-13,24.2,7.2,184,768,260,33,20.4,2.48,6.2,      N/S,,,,,,
16-Sep-13,22.0,7.4,126,698,134,28,16.5,2.72,4.4,      N/S,,,,,,
17-Sep-13,20.1,7.2,145,734,130,31,19.3,2.50,4.0,2.7,,,,,,
18-Sep-13,22.3,7.2,      T/X,750,152,34,21.1,1.89,5.6,      N/S,,,,,,
19-Sep-13,25.8,7.4,139,714,186,27,15.8,2.13,5.3,      N/S,,,,,,
20-Sep-13,22.5,7.3,126,696,136,27,15.9,2.17,4.7,      N/S,,,,,,
21-Sep-13,21.4,7.3,137,710,130,30,18.6,1.65,4.9,      N/S,,,,,,
22-Sep-13,20.4,7.3,99,670,72,28,19.1,2.48,5.1,      N/S,,,,,,
23-Sep-13,20.1,7.3,138,726,152,31,20.5,2.59,5.7,      N/S,,,,,,
24-Sep-13,20.2,7.3,129,734,140,32,21.3,2.82,5.4,3.0,,,,,,
25-Sep-13,20.2,7.3,136,716,132,32,21.7,2.57,5.9,      N/S,,,,,,
26-Sep-13,20.8,7.3,150,688,150,29,19.7,4.06,7.0,      N/S,,,,,,
27-Sep-13,20.0,7.3,204,924,198,35,21.9,0.05,7.5,      N/S,,,,,,
28-Sep-13,21.5,7.2,108,738,60,28,19.4,0.70,5.6,      N/S,,,,,,
29-Sep-13,21.9,7.3,230,886,346,34,20.1,1.89,7.7,      N/S,,,,,,
30-Sep-13,19.7,7.2,175,852,346,40,21.1,1.98,8.0,      N/S,,,,,,
1-Oct-13,19.8,7.3,230,896,328,44,23.3,1.27,8.7,4.0,,,,,,
2-Oct-13,20.8,7.2,235,934,402,45,22.3,2.02,9.8,      N/S,,,,,,
3-Oct-13,21.1,7.4,250,944,454,45,22.2,2.26,11.3,      N/S,,,,,,
4-Oct-13,22.8,7.1,213,806,250,39,20.7,0.47,9.1,      N/S,,,,,,
5-Oct-13,22.0,7.1,235,816,254,39,21.4,0.82,8.3,      N/S,,,,,,
6-Oct-13,22.1,7.3,235,852,304,38,20.0,1.89,9.8,      N/S,,,,,,
7-Oct-13,20.8,7.2,194,766,224,34,21.2,1.36,6.7,      N/S,,,,,,
8-Oct-13,20.7,7.1,214,828,260,35,20.0,3.36,7.7,4.4,,,,,,
9-Oct-13,23.1,7.3,193,776,278,36,21.2,2.53,7.8,      N/S,,,,,,
10-Oct-13,21.4,7.2,123,694,172,32,22.1,2.22,7.5,      N/S,,,,,,
11-Oct-13,20.8,7.2,143,696,148,32,21.2,1.04,6.7,      N/S,,,,,,
12-Oct-13,21.4,7.2,108,632,54,32,23.1,1.18,6.1,      N/S,,,,,,
13-Oct-13,20.7,7.2,175,716,162,33,23.1,1.49,7.0,      N/S,,,,,,
14-Oct-13,21.8,7.3,179,732,188,35,22.1,2.23,6.8,      N/S,,,,,,
15-Oct-13,21.5,7.2,315,912,366,48,22.1,2.60,10.6,4.7,,,,,,
16-Oct-13,22.3,7.2,199,944,430,44,22.4,3.49,10.2,      N/S,,,,,,
17-Oct-13,21.5,7.1,      T/X,814,278,33,21.3,2.97,7.8,      N/S,,,,,,
18-Oct-13,21.1,7.3,215,780,226,36,19.0,0.13,7.5,      N/S,,,,,,
19-Oct-13,20.5,7.1,238,808,244,40,22.8,0.67,7.9,      N/S,,,,,,
20-Oct-13,21.5,7.1,255,870,268,40,21.0,2.45,9.1,      N/S,,,,,,
21-Oct-13,20.4,7.2,258,798,286,40,20.5,2.96,8.3,      N/S,,,,,,
22-Oct-13,20.9,7.2,258,820,292,42,22.4,2.57,8.2,3.8,,,,,,
23-Oct-13,21.7,7.2,263,902,346,43,22.7,2.79,9.3,      N/S,,,,,,
24-Oct-13,18.3,7.2,174,814,250,36,21.8,2.78,8.2,      N/S,,,,,,
25-Oct-13,16.0,7.2,255,834,267,40,23.1,0.10,7.9,      N/S,,,,,,
26-Oct-13,17.5,7.1,217,768,216,35,21.1,1.10,7.0,      N/S,,,,,,
27-Oct-13,17.9,7.2,175,728,176,31,21.0,3.40,6.8,      N/S,,,,,,
28-Oct-13,19.1,7.2,162,726,166,35,21.8,2.97,6.1,      N/S,,,,,,
29-Oct-13,18.5,7.2,155,742,164,33,20.0,3.92,6.4,3.7,,,,,,
30-Oct-13,18.5,7.4,174,744,192,37,23.6,2.03,6.6,      N/S,,,,,,
31-Oct-13,27.6,7.3,265,926,420,36,18.2,2.19,7.7,      N/S,,,,,,
1-Nov-13,24.6,7.4,101,1133,608,35,15.6,0.84,6.7,      N/S,,,,,,
2-Nov-13,20.7,7.2,129,722,142,29,17.4,1.00,4.7,      N/S,,,,,,
3-Nov-13,21.1,7.3,217,822,254,34,18.0,3.28,7.6,      N/S,,,,,,
4-Nov-13,19.8,7.2,140,740,160,32,20.2,2.85,5.0,      N/S,,,,,,
5-Nov-13,19.6,7.2,169,818,218,36,18.3,3.34,6.6,3.2,,,,,,
6-Nov-13,33.4,7.3,196,750,226,29,14.6,3.18,5.7,      N/S,,,,,,
7-Nov-13,27.3,7.4,119,662,122,21,13.0,3.45,4.8,      N/S,,,,,,
8-Nov-13,22.5,7.4,104,672,114,26,15.4,2.92,4.7,      N/S,,,,,,
9-Nov-13,21.7,7.3,133,682,116,28,16.7,2.74,5.3,      N/S,,,,,,
10-Nov-13,21.8,7.3,127,674,122,27,17.5,3.39,5.7,      N/S,,,,,,
11-Nov-13,22.2,7.3,128,686,126,28,17.7,3.81,5.1,      N/S,,,,,,
12-Nov-13,23.0,7.3,135,720,130,27,16.3,4.81,5.1,2.6,,,,,,
13-Nov-13,23.7,7.1,168,752,176,27,16.1,5.42,5.9,      N/S,,,,,,
14-Nov-13,21.6,7.3,134,754,146,27,18.1,4.17,6.4,      N/S,,,,,,
15-Nov-13,23.0,7.2,140,712,154,27,16.8,4.30,5.7,      N/S,,,,,,
16-Nov-13,23.1,7.2,165,738,186,31,19.4,0.97,6.2,      N/S,,,,,,
17-Nov-13,39.1,7.3,210,814,322,27,13.9,2.68,6.0,      N/S,,,,,,
18-Nov-13,33.8,7.4,99,670,102,16,9.6,3.43,2.7,      N/S,,,,,,
19-Nov-13,26.3,7.3,103,724,112,22,13.2,3.15,3.6,1.9,,,,,,
20-Nov-13,24.5,7.4,      T/X,706,96,24,15.3,3.81,4.3,      N/S,,,,,,
21-Nov-13,26.3,7.3,81,742,112,22,13.8,4.78,5.4,      N/S,,,,,,
22-Nov-13,24.8,7.3,124,732,118,25,15.7,3.16,4.9,      N/S,,,,,,
23-Nov-13,23.7,7.2,139,758,142,26,15.1,3.00,5.2,      N/S,,,,,,
24-Nov-13,22.8,7.2,127,752,128,26,16.2,4.02,5.8,      N/S,,,,,,
25-Nov-13,21.2,7.2,137,716,152,30,17.5,3.90,5.5,      N/S,,,,,,
26-Nov-13,18.9,7.3,139,748,144,30,17.6,3.77,5.7,3.5,,,,,,
27-Nov-13,18.3,7.3,103,710,100,28,17.0,2.63,5.4,      N/S,,,,,,
28-Nov-13,18.9,7.2,168,790,166,27,16.0,3.60,6.1,      N/S,,,,,,
29-Nov-13,18.1,7.1,142,726,150,29,17.7,2.52,5.6,      N/S,,,,,,
30-Nov-13,17.9,7.1,142,728,134,29,17.3,3.62,5.3,      N/S,,,,,,
1-Dec-13,22.7,7.1,139,728,142,28,17.8,4.03,5.4,      N/S,,,,,,
2-Dec-13,23.4,7.3,128,800,190,31,17.9,3.70,5.8,      N/S,,,,,,
3-Dec-13,21.4,7.2,208,862,262,34,18.6,3.14,6.8,3.3,,,,,,
4-Dec-13,21.7,7.2,136,778,184,31,18.3,3.39,6.1,      N/S,,,,,,
5-Dec-13,23.0,7.5,127,778,128,27,16.9,4.11,6.3,      N/S,,,,,,
6-Dec-13,21.9,7.2,128,704,118,28,18.1,2.24,5.7,      N/S,,,,,,
7-Dec-13,22.2,7.2,134,712,116,29,18.2,2.93,5.8,      N/S,,,,,,
8-Dec-13,22.9,7.3,168,738,154,28,17.5,4.21,6.4,      N/S,,,,,,
9-Dec-13,22.1,7.3,149,752,124,29,18.4,4.13,5.3,      N/S,,,,,,
10-Dec-13,23.5,7.3,145,790,146,30,19.3,3.87,5.5,3.2,,,,,,
11-Dec-13,22.5,7.4,154,758,136,29,18.2,4.72,5.1,      N/S,,,,,,
12-Dec-13,23.8,7.2,124,764,116,26,17.6,5.35,6.0,      N/S,,,,,,
13-Dec-13,22.8,7.2,129,752,128,28,17.4,3.20,6.0,      N/S,,,,,,
14-Dec-13,21.8,7.2,158,784,130,30,19.0,2.01,5.9,      N/S,,,,,,
15-Dec-13,21.4,7.1,165,822,134,30,20.6,2.84,5.9,      N/S,,,,,,
16-Dec-13,21.5,7.3,182,812,172,32,19.3,3.09,5.9,      N/S,,,,,,
17-Dec-13,22.1,7.2,179,856,172,30,18.2,3.91,5.9,3.5,,,,,,
18-Dec-13,22.0,7.3,154,858,160,30,18.0,3.72,5.9,      N/S,,,,,,
19-Dec-13,22.1,7.3,134,844,136,29,18.3,2.97,6.0,      N/S,,,,,,
20-Dec-13,28.3,7.3,168,1024,194,27,15.1,1.81,5.3,      N/S,,,,,,
21-Dec-13,25.3,7.4,176,1150,166,26,14.6,0.98,4.6,      N/S,,,,,,
22-Dec-13,33.5,7.4,113,1310,196,24,13.1,2.20,4.6,      N/S,,,,,,
23-Dec-13,27.4,7.3,118,1263,132,23,14.0,2.47,3.7,      N/S,,,,,,
24-Dec-13,27.3,7.2,144,1040,134,26,14.2,1.16,4.3,2.0,,,,,,
25-Dec-13,22.7,7.2,214,1060,233,34,17.2,2.61,6.1,      N/S,,,,,,
26-Dec-13,24.1,7.2,154,1000,152,28,17.7,3.49,5.3,      N/S,,,,,,
27-Dec-13,23.2,7.4,164,980,188,30,17.6,1.17,5.0,      N/S,,,,,,
28-Dec-13,26.2,7.3,160,980,162,28,16.1,2.85,5.0,      N/S,,,,,,
29-Dec-13,26.1,7.3,159,1062,150,24,15.7,3.50,4.7,      N/S,,,,,,
30-Dec-13,24.1,7.3,156,982,132,27,15.9,3.53,4.4,      N/S,,,,,,
31-Dec-13,25.0,7.3,147,914,116,27,15.1,3.06,4.9,2.2,,,,,,
1-Jan-12,27.0,7.2,159,754,130,24,14.9,2.3,4.4,      N/S,,,,,,
2-Jan-12,27.8,7.3,178,804,154,23,14.9,2.41,4.2,      N/S,,,,,,
3-Jan-12,27.0,7.3,149,804,152,25,16.8,2.64,4.7,2.3,,,,,,
4-Jan-12,27.4,7.4,159,818,166,24,16.6,3.48,4.9,      N/S,,,,,,
5-Jan-12,22.6,7.3,196,862,216,28,17.7,2.19,5.8,      N/S,,,,,,
6-Jan-12,23.7,7.3,169,804,164,24,16.5,1.35,4.5,      N/S,,,,,,
7-Jan-12,22.9,7.2,164,760,134,23,16.6,2.45,4.3,      N/S,,,,,,
8-Jan-12,23.5,7.3,184,800,150,25,16.8,3.45,4.7,      N/S,,,,,,
9-Jan-12,23.7,7.3,169,764,136,23,16.0,4.25,4.6,      N/S,,,,,,
10-Jan-12,26.2,7.3,190,842,200,28,15.4,4.69,5.8,3.0,,,,,,
11-Jan-12,22.7,7.2,155,766,152,26,15.7,4.66,5.8,      N/S,,,,,,
12-Jan-12,23.9,7.3,135,782,122,26,15.9,4.78,5.2,      N/S,,,,,,
13-Jan-12,22.4,7.2,154,838,134,27,16.2,2.57,5.1,      N/S,,,,,,
14-Jan-12,23.2,7.3,159,876,138,27,15.6,2.79,5.2,      N/S,,,,,,
15-Jan-12,23.7,7.3,215,874,188,28,16.4,3.93,5.5,      N/S,,,,,,
16-Jan-12,23.3,7.3,155,810,144,26,16.4,3.80,5.1,      N/S,,,,,,
17-Jan-12,25.9,7.3,168,1004,178,28,14.7,2.79,5.4,2.6,,,,,,
18-Jan-12,26.1,7.4,138,946,144,24,13.8,3.33,4.8,      N/S,,,,,,
19-Jan-12,24.9,7.3,157,956,156,25,14.2,3.68,4.9,      N/S,,,,,,
20-Jan-12,23.5,7.4,141,860,154,25,14.8,2.61,5.0,      N/S,,,,,,
21-Jan-12,23.8,7.3,146,862,138,25,15.2,3.00,4.4,      N/S,,,,,,
22-Jan-12,25.4,7.2,167,878,166,27,15.3,3.57,4.9,      N/S,,,,,,
23-Jan-12,43.4,7.4,189,1002,258,24,9.8,2.42,4.9,      N/S,,,,,,
24-Jan-12,32.4,7.3,112,894,102,19,10.5,2.36,3.3,1.8,,,,,,
25-Jan-12,30.0,7.3,104,896,92,18,11.0,3.24,3.4,      N/S,,,,,,
26-Jan-12,28.6,7.4,110,870,100,20,12.0,3.18,3.7,      N/S,,,,,,
27-Jan-12,28.3,7.4,110,910,122,21,11.8,2.22,3.8,      N/S,,,,,,
28-Jan-12,27.9,7.4,117,994,124,22,11.6,1.84,3.7,      N/S,,,,,,
29-Jan-12,27.9,7.4,310,1332,458,44,11.9,3.32,9.6,      N/S,,,,,,
30-Jan-12,28.0,7.4,137,970,140,23,12.6,3.21,4.2,      N/S,,,,,,
31-Jan-12,29.0,7.3,133,1013,142,22,12.6,2.96,4.2,2.3,,,,,,
1-Feb-12,31.4,7.3,118,1043,132,19,10.9,3.29,3.9,      N/S,,,,,,
2-Feb-12,29.0,7.4,122,1028,138,22,12.5,3.91,4.2,      N/S,,,,,,
3-Feb-12,28.8,7.4,132,944,146,21,12.1,2.83,4.2,      N/S,,,,,,
4-Feb-12,26.9,7.2,104,868,96,20,12.8,2.68,3.7,      N/S,,,,,,
5-Feb-12,26.9,7.2,135,890,128,22,12.8,3.67,4.3,      N/S,,,,,,
6-Feb-12,24.6,7.3,132,868,128,26,14.7,3.03,4.7,      N/S,,,,,,
7-Feb-12,25.6,7.3,127,878,124,24,13.7,4.14,4.5,2.4,,,,,,
8-Feb-12,24.3,7.3,135,878,116,25,15.0,3.46,4.8,      N/S,,,,,,
9-Feb-12,24.1,7.4,124,848,130,26,15.4,3.45,4.7,      N/S,,,,,,
