 ,Flow,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,,,,,,,,,,
23-May-15,192,7.6,113,92,72,912,228,23,14.9,     <0.15,5.1,3.4,,,,,,,,,,
24-May-15,182,7.6,78,98,72,856,200,21,14.0,     <0.15,3.8,1.9,,,,,,,,,,
25-May-15,189,7.5,105,160,114,914,254,23,13.8,     <0.15,4.1,2.0,,,,,,,,,,
26-May-15,191,7.4,127,186,126,854,250,20,10.2,     <0.15,3.8,1.7,,,,,,,,,,
27-May-15,206,7.4,103,128,82,884,226,21,11.8,     <0.15,5.2,3.4,,,,,,,,,,
28-May-15,185,7.5,105,142,108,872,226,23,13.5,0.18,5.4,3.5,,,,,,,,,,
29-May-15,181,7.4,167,230,154,974,280,25,13.1,     <0.15,7.0,4.1,,,,,,,,,,
30-May-15,237,7.4,139,236,140,846,200,20,10.7,     <0.15,5.6,3.3,,,,,,,,,,
31-May-15,346,7.6,63,104,86,680,148,13,7.8,     <0.15,2.3,0.6,,,,,,,,,,
1-Jun-15,256,7.5,55,76,48,744,154,13,8.4,0.17,2.3,1.0,,,,,,,,,,
2-Jun-15,209,7.5,81,102,86,818,224,17,9.9,     <0.15,3.7,2.1,,,,,,,,,,
3-Jun-15,201,7.4,103,108,86,882,244,19,11.3,     <0.15,5.6,3.9,,,,,,,,,,
4-Jun-15,194,7.4,99,108,94,904,204,22,14.1,     <0.15,5.4,3.8,,,,,,,,,,
5-Jun-15,170,7.5,101,136,98,996,280,25,16.1,     <0.15,5.2,3.5,,,,,,,,,,
6-Jun-15,172,7.6,108,108,88,938,290,23,14.9,     <0.15,4.8,3.0,,,,,,,,,,
7-Jun-15,167,7.4,143,112,102,844,268,21,12.5,     <0.15,4.1,2.4,,,,,,,,,,
8-Jun-15,300,7.4,114,210,142,780,228,18,8.4,0.25,3.8,1.5,,,,,,,,,,
9-Jun-15,357,7.5,91,136,114,846,242,18,10.1,     <0.15,4.6,2.6,,,,,,,,,,
10-Jun-15,239,7.4,95,108,86,846,188,19,10.6,     <0.15,4.4,2.7,,,,,,,,,,
11-Jun-15,286,7.4,102,134,106,926,288,20,11.4,     <0.15,6.4,4.5,,,,,,,,,,
12-Jun-15,284,7.4,89,114,92,796,224,16,8.8,     <0.15,5.9,4.0,,,,,,,,,,
13-Jun-15,264,7.4,84,107,88,766,226,13,7.8,     <0.15,2.8,1.4,,,,,,,,,,
14-Jun-15,468,7.6,42,70,42,622,180,9,4.8,0.64,1.6,0.4,,,,,,,,,,
15-Jun-15,443,7.5,36,88,58,634,150,8,3.4,1.26,2.0,0.7,,,,,,,,,,
16-Jun-15,493,7.1,168,192,146,816,254,10,2.6,1.29,7.4,5.1,,,,,,,,,,
17-Jun-15,438,7.3,190,232,188,1091,426,10,2.7,0.64,10.5,8.3,,,,,,,,,,
18-Jun-15,475,7.6,58,106,68,852,180,11,4.7,0.26,3.6,1.9,,,,,,,,,,
19-Jun-15,423,7.3,267,794,662,1861,1123,11,5.6,     <0.15,3.8,2.2,,,,,,,,,,
20-Jun-15,396,7.6,50,84,60,812,200,12,7.1,0.15,2.4,1.1,,,,,,,,,,
21-Jun-15,412,7.5,118,212,140,886,264,21,8.4,0.23,4.8,1.5,,,,,,,,,,
22-Jun-15,294,7.6,54,52,48,752,118,15,8.9,     <0.15,2.1,0.9,,,,,,,,,,
23-Jun-15,283,7.5,70,80,66,824,176,16,8.6,     <0.15,3.1,1.6,,,,,,,,,,
24-Jun-15,231,7.5,70,80,62,840,200,18,9.4,     <0.15,4.2,2.4,,,,,,,,,,
25-Jun-15,451,7.4,63,112,68,828,268,11,3.9,2.90,6.4,4.1,,,,,,,,,,
26-Jun-15,259,7.4,147,176,142,836,186,19,9.7,     <0.15,8.6,5.6,,,,,,,,,,
27-Jun-15,398,7.4,117,136,96,824,202,16,8.1,     <0.15,5.9,3.4,,,,,,,,,,
28-Jun-15,305,7.5,27,36,26,670,118,8,4.4,1.69,2.1,1.2,,,,,,,,,,
29-Jun-15,306,7.4,72,120,82,732,206,13,6.7,     <0.15,3.4,1.6,,,,,,,,,,
30-Jun-15,323,7.4,69,94,68,790,180,12,6.0,     <0.15,4.1,2.5,,,,,,,,,,
1-Jul-15,292,7.5,65,62,36,452,96,15,8.4,     <0.15,3.6,1.9,,,,,,,,,,
2-Jul-15,255,7.5,123,130,102,876,252,19,9.5,     <0.15,5.3,3.0,,,,,,,,,,
3-Jul-15,228,7.5,123,96,76,922,216,21,10.7,     <0.15,5.6,3.2,,,,,,,,,,
4-Jul-15,177,7.5,101,116,84,904,248,18,11.0,     <0.15,3.3,1.5,,,,,,,,,,
5-Jul-15,222,7.6,68,96,80,894,234,20,12.0,     <0.15,2.9,1.1,,,,,,,,,,
6-Jul-15,208,7.5,215,368,264,1146,414,35,13.7,0.18,8.3,3.1,,,,,,,,,,
7-Jul-15,371,7.3,158,232,188,826,268,24,8.9,0.15,10.0,6.4,,,,,,,,,,
8-Jul-15,280,7.4,108,88,76,782,212,15,7.2,     <0.15,9.0,6.9,,,,,,,,,,
9-Jul-15,224,7.4,98,96,80,832,196,17,9.6,     <0.15,6.1,4.2,,,,,,,,,,
10-Jul-15,206,7.4,110,106,82,812,190,20,10.9,     <0.15,5.5,3.2,,,,,,,,,,
11-Jul-15,200,7.5,109,134,98,836,210,22,12.1,     <0.15,5.1,3.2,,,,,,,,,,
12-Jul-15,201,7.5,124,120,100,818,232,21,11.8,     <0.15,3.8,2.1,,,,,,,,,,
13-Jul-15,185,7.4,91,88,70,780,206,19,10.9,     <0.15,4.6,3.0,,,,,,,,,,
14-Jul-15,347,7.5,80,116,78,686,156,14,6.7,     <0.15,4.8,2.9,,,,,,,,,,
15-Jul-15,294,7.5,53,78,64,770,174,15,8.7,     <0.15,3.4,1.7,,,,,,,,,,
16-Jul-15,243,7.4,      T/X,86,68,1412,290,17,9.2,     <0.15,5.8,3.8,,,,,,,,,,
17-Jul-15,422,7.6,55,72,40,680,174,13,7.2,     <0.15,3.1,1.5,,,,,,,,,,
18-Jul-15,336,7.7,38,62,34,702,164,13,7.8,     <0.15,2.7,1.2,,,,,,,,,,
19-Jul-15,283,7.6,49,144,110,730,166,14,8.8,0.21,2.5,1.0,,,,,,,,,,
20-Jul-15,268,7.5,62,44,34,712,128,15,9.4,     <0.15,2.8,1.4,,,,,,,,,,
21-Jul-15,261,7.4,78,86,60,830,184,18,10.3,     <0.15,4.3,2.4,,,,,,,,,,
22-Jul-15,208,7.4,      T/X,89,71,896,218,21,13.2,     <0.15,4.5,2.9,,,,,,,,,,
23-Jul-15,201,7.5,72,84,67,836,182,21,12.4,     <0.15,4.1,2.5,,,,,,,,,,
24-Jul-15,170,7.5,102,200,200,844,216,23,13.8,     <0.15,4.3,2.6,,,,,,,,,,
25-Jul-15,168,7.5,113,168,120,918,266,27,15.7,     <0.15,4.9,2.7,,,,,,,,,,
26-Jul-15,157,7.5,66,63,48,764,190,23,14.4,     <0.15,3.8,2.2,,,,,,,,,,
27-Jul-15,160,7.5,98,118,90,806,210,23,14.1,     <0.15,4.1,2.1,,,,,,,,,,
28-Jul-15,165,7.3,101,106,76,906,216,26,15.6,     <0.15,10.5,7.6,,,,,,,,,,
29-Jul-15,366,7.2,147,220,140,884,286,24,12.5,     <0.15,5.4,2.3,,,,,,,,,,
30-Jul-15,195,7.4,      T/X,160,100,794,214,20,12.8,     <0.15,5.1,3.0,,,,,,,,,,
31-Jul-15,175,7.5,130,154,98,918,268,22,13.9,     <0.15,7.8,5.5,,,,,,,,,,
1-Aug-15,150,7.4,115,82,56,858,240,21,14.8,     <0.15,4.7,3.2,,,,,,,,,,
2-Aug-15,160,7.4,81,102,74,794,234,23,13.8,     <0.15,3.8,1.8,,,,,,,,,,
3-Aug-15,324,7.4,62,110,70,670,192,19,11.6,     <0.15,4.0,2.1,,,,,,,,,,
4-Aug-15,201,7.3,85,120,84,724,160,19,10.8,     <0.15,5.6,3.6,,,,,,,,,,
5-Aug-15,192,7.3,79,160,92,810,216,22,12.8,     <0.15,7.2,4.9,,,,,,,,,,
6-Aug-15,163,7.2,173,172,126,938,282,27,13.8,     <0.15,13.4,10.6,,,,,,,,,,
7-Aug-15,132,7.3,134,94,74,888,224,29,15.7,0.17,10.4,6.9,,,,,,,,,,
8-Aug-15,159,7.5,106,140,96,816,218,26,18.6,     <0.15,5.6,3.3,,,,,,,,,,
9-Aug-15,159,7.4,81,126,82,732,198,27,18.7,     <0.15,4.1,2.3,,,,,,,,,,
10-Aug-15,158,7.4,187,220,160,822,232,29,16.0,     <0.15,5.6,2.7,,,,,,,,,,
11-Aug-15,120,7.2,195,396,280,1028,354,38,17.2,     <0.15,12.9,7.9,,,,,,,,,,
12-Aug-15,123,7.3,177,280,192,934,298,33,17.0,     <0.15,10.3,6.0,,,,,,,,,,
13-Aug-15,149,7.3,187,210,154,964,276,28,15.6,     <0.15,12.7,9.6,,,,,,,,,,
14-Aug-15,162,7.3,192,200,128,890,270,27,16.1,     <0.15,9.7,6.7,,,,,,,,,,
15-Aug-15,187,7.3,195,220,156,814,272,27,15.0,     <0.15,6.3,3.7,,,,,,,,,,
16-Aug-15,212,7.4,      T/X,168,112,728,210,21,11.3,     <0.15,4.6,2.4,,,,,,,,,,
17-Aug-15,203,7.5,115,146,110,736,196,25,17.3,     <0.15,4.0,2.1,,,,,,,,,,
18-Aug-15,405,7.4,163,272,196,700,232,24,13.0,     <0.15,6.1,2.5,,,,,,,,,,
19-Aug-15,325,7.4,64,118,80,576,154,12,6.9,0.15,3.5,1.7,,,,,,,,,,
20-Aug-15,282,7.4,50,105,67,666,194,13,7.5,     <0.15,3.4,1.6,,,,,,,,,,
21-Aug-15,231,7.5,74,68,48,618,108,14,8.8,     <0.15,3.4,2.0,,,,,,,,,,
22-Aug-15,265,7.5,62,63,50,618,122,15,9.7,     <0.15,2.8,1.4,,,,,,,,,,
23-Aug-15,166,7.5,98,136,92,704,172,20,11.8,     <0.15,3.5,1.6,,,,,,,,,,
24-Aug-15,160,7.4,130,176,130,714,178,23,13.7,     <0.15,4.8,2.4,,,,,,,,,,
25-Aug-15,178,7.3,87,84,67,722,140,22,14.5,     <0.15,6.0,4.4,,,,,,,,,,
26-Aug-15,186,7.3,121,126,94,796,206,22,14.5,     <0.15,6.6,4.9,,,,,,,,,,
27-Aug-15,126,7.3,119,102,88,770,174,23,14.6,     <0.15,4.9,3.1,,,,,,,,,,
28-Aug-15,149,7.3,135,122,102,796,216,24,15.3,     <0.15,5.9,3.8,,,,,,,,,,
29-Aug-15,151,7.4,117,116,90,786,200,22,14.8,     <0.15,5.0,3.3,,,,,,,,,,
30-Aug-15,165,7.4,59,68,50,676,154,15,9.1,2.72,3.8,2.3,,,,,,,,,,
31-Aug-15,153,7.4,      T/X,80,66,728,186,16,10.4,2.83,4.7,3.0,,,,,,,,,,
1-Sep-15,143,7.3,122,110,90,784,176,24,15.5,     <0.15,8.8,6.7,,,,,,,,,,
2-Sep-15,154,7.3,109,102,80,770,182,25,16.5,     <0.15,8.1,5.9,,,,,,,,,,
3-Sep-15,145,7.4,112,144,90,796,226,26,16.6,     <0.15,6.1,4.2,,,,,,,,,,
4-Sep-15,149,7.5,102,90,64,744,184,27,18.5,     <0.15,5.9,4.1,,,,,,,,,,
5-Sep-15,145,7.4,128,140,96,784,210,25,15.1,     <0.15,5.2,3.3,,,,,,,,,,
6-Sep-15,143,7.4,84,126,88,692,182,25,15.7,     <0.15,3.9,2.2,,,,,,,,,,
7-Sep-15,140,7.4,89,110,84,662,174,23,16.2,     <0.15,3.8,2.1,,,,,,,,,,
8-Sep-15,143,7.4,104,122,90,494,118,22,14.6,     <0.15,3.8,2.2,,,,,,,,,,
9-Sep-15,232,7.5,134,228,144,760,246,22,11.2,     <0.15,5.5,2.6,,,,,,,,,,
10-Sep-15,208,7.4,173,284,196,860,330,24,12.5,     <0.15,7.9,5.1,,,,,,,,,,
11-Sep-15,202,7.5,70,52,34,584,120,16,10.3,     <0.15,4.3,2.8,,,,,,,,,,
12-Sep-15,351,7.5,108,168,106,578,168,17,8.2,     <0.15,4.7,2.3,,,,,,,,,,
13-Sep-15,285,7.5,44,52,40,532,112,12,7.3,0.33,2.1,1.0,,,,,,,,,,
14-Sep-15,246,7.5,68,104,74,694,186,19,11.2,     <0.15,3.6,1.8,,,,,,,,,,
15-Sep-15,187,7.5,86,98,74,700,148,19,10.9,     <0.15,4.2,2.4,,,,,,,,,,
16-Sep-15,181,7.5,84,80,64,760,176,20,13.1,     <0.15,3.9,2.5,,,,,,,,,,
17-Sep-15,161,7.5,      T/X,76,66,724,164,24,15.2,     <0.15,4.4,2.9,,,,,,,,,,
18-Sep-15,433,7.5,90,152,90,674,190,19,9.9,     <0.15,7.4,4.5,,,,,,,,,,
19-Sep-15,492,7.4,21,55,24,400,86,7,3.6,0.73,2.1,1.2,,,,,,,,,,
20-Sep-15,351,7.7,33,62,44,622,108,9,5.3,0.68,1.4,0.6,,,,,,,,,,
21-Sep-15,300,7.6,39,60,38,658,124,12,7.0,0.52,2.3,1.0,,,,,,,,,,
22-Sep-15,267,7.4,72,88,68,734,180,17,9.8,     <0.15,3.3,1.5,,,,,,,,,,
23-Sep-15,270,7.4,79,82,72,680,138,20,13.6,     <0.15,3.4,1.9,,,,,,,,,,
24-Sep-15,273,7.5,59,66,52,744,162,20,14.0,     <0.15,3.4,1.8,,,,,,,,,,
25-Sep-15,227,7.5,85,71,52,720,176,18,12.0,0.24,4.2,2.6,,,,,,,,,,
26-Sep-15,245,7.5,83,76,58,734,186,18,12.1,     <0.15,3.5,2.0,,,,,,,,,,
27-Sep-15,193,7.5,74,80,64,724,184,19,13.1,     <0.15,3.1,1.6,,,,,,,,,,
28-Sep-15,177,7.4,84,82,70,686,146,23,16.1,     <0.15,3.4,1.8,,,,,,,,,,
29-Sep-15,185,7.4,100,98,80,726,188,25,17.5,     <0.15,4.8,2.9,,,,,,,,,,
30-Sep-15,166,7.4,103,80,70,738,178,22,15.0,0.18,4.7,3.2,,,,,,,,,,
1-Oct-15,167,7.5,93,70,56,718,148,21,16.0,     <0.15,4.5,3.1,,,,,,,,,,
2-Oct-15,163,7.5,93,85,70,734,184,23,16.0,     <0.15,4.6,2.9,,,,,,,,,,
3-Oct-15,115,7.3,128,106,84,772,216,25,18.4,     <0.15,4.7,2.8,,,,,,,,,,
4-Oct-15,169,7.5,90,90,80,738,176,25,17.6,     <0.15,4.0,2.3,,,,,,,,,,
5-Oct-15,111,7.4,130,190,156,818,244,29,17.5,     <0.15,4.9,2.3,,,,,,,,,,
6-Oct-15,163,7.4,106,96,78,794,190,25,15.4,     <0.15,5.3,3.5,,,,,,,,,,
7-Oct-15,132,7.4,117,94,90,822,244,28,17.4,     <0.15,5.2,3.2,,,,,,,,,,
8-Oct-15,141,7.4,135,92,84,796,208,26,17.8,     <0.15,7.0,5.2,,,,,,,,,,
9-Oct-15,167,7.4,112,96,80,810,216,24,16.9,     <0.15,4.3,2.8,,,,,,,,,,
10-Oct-15,150,7.5,119,90,78,758,212,26,18.3,     <0.15,4.4,2.8,,,,,,,,,,
11-Oct-15,133,7.4,113,120,88,726,214,27,17.9,     <0.15,4.6,2.7,,,,,,,,,,
12-Oct-15,150,7.5,      T/X,56,48,670,180,26,17.0,     <0.15,4.0,2.2,,,,,,,,,,
13-Oct-15,147,7.4,124,98,80,840,240,28,17.6,0.16,7.2,5.6,,,,,,,,,,
14-Oct-15,159,7.3,129,100,88,736,160,27,17.1,     <0.15,5.5,3.6,,,,,,,,,,
15-Oct-15,157,7.3,125,106,86,722,184,26,17.4,     <0.15,4.9,3.3,,,,,,,,,,
16-Oct-15,162,7.5,88,122,100,740,222,30,17.9,     <0.15,6.5,4.2,,,,,,,,,,
17-Oct-15,112,7.5,137,108,80,740,216,29,18.4,     <0.15,6.3,4.2,,,,,,,,,,
18-Oct-15,128,7.4,110,110,92,720,206,28,17.9,     <0.15,4.7,2.9,,,,,,,,,,
19-Oct-15,150,7.3,128,110,82,754,202,28,19.7,     <0.15,6.3,4.2,,,,,,,,,,
20-Oct-15,142,7.4,94,64,50,678,146,28,19.5,     <0.15,4.9,3.4,,,,,,,,,,
21-Oct-15,152,7.3,152,96,92,758,226,32,19.7,     <0.15,6.3,3.9,,,,,,,,,,
22-Oct-15,124,7.4,149,100,78,740,224,30,21.1,0.17,6.1,5.7,,,,,,,,,,
23-Oct-15,145,7.4,99,30,27,704,170,28,21.6,     <0.15,6.1,4.2,,,,,,,,,,
24-Oct-15,153,7.6,112,100,88,736,216,28,17.6,     <0.15,4.7,2.8,,,,,,,,,,
25-Oct-15,143,7.5,152,186,142,770,268,30,18.2,     <0.15,5.1,2.6,,,,,,,,,,
26-Oct-15,120,7.4,130,116,90,842,276,28,18.2,     <0.15,5.4,3.4,,,,,,,,,,
27-Oct-15,147,7.4,134,114,86,818,308,29,19.0,     <0.15,5.5,3.2,,,,,,,,,,
28-Oct-15,283,7.2,143,206,148,672,198,21,12.1,     <0.15,4.2,2.0,,,,,,,,,,
29-Oct-15,161,7.4,92,82,70,832,312,22,13.5,     <0.15,3.9,2.2,,,,,,,,,,
30-Oct-15,152,7.4,120,100,76,730,196,24,15.1,     <0.15,5.7,4.1,,,,,,,,,,
31-Oct-15,152,7.4,150,152,110,706,206,22,13.0,     <0.15,4.9,2.9,,,,,,,,,,
1-Nov-15,222,7.4,69,98,56,580,150,15,9.2,0.39,2.5,1.0,,,,,,,,,,
2-Nov-15,165,7.4,78,52,40,646,160,19,12.2,     <0.15,2.9,1.4,,,,,,,,,,
3-Nov-15,166,7.3,93,82,54,716,192,23,14.1,     <0.15,4.5,2.8,,,,,,,,,,
4-Nov-15,167,7.4,      T/X,90,66,760,190,27,18.1,0.17,4.7,3.1,,,,,,,,,,
5-Nov-15,110,7.1,168,100,74,840,258,31,21.1,     <0.15,8.2,5.9,,,,,,,,,,
6-Nov-15,306,7.5,      T/X,64,52,758,202,26,16.3,     <0.15,6.9,4.1,,,,,,,,,,
7-Nov-15,158,7.4,      T/X,76,64,712,204,17,14.7,     <0.15,3.9,2.4,,,,,,,,,,
8-Nov-15,155,7.3,78,78,70,698,194,22,14.9,     <0.15,3.4,1.9,,,,,,,,,,
9-Nov-15,146,7.5,92,76,68,750,226,22,17.7,     <0.15,3.3,2.2,,,,,,,,,,
10-Nov-15,144,7.3,115,90,74,766,194,32,21.1,     <0.15,4.6,2.9,,,,,,,,,,
11-Nov-15,140,7.1,124,78,62,850,254,29,15.6,     <0.15,9.0,7.1,,,,,,,,,,
12-Nov-15,288,7.3,      T/X,184,132,612,198,21,10.6,0.19,5.3,2.7,,,,,,,,,,
13-Nov-15,178,7.4,111,100,78,684,180,24,16.0,     <0.15,5.0,3.1,,,,,,,,,,
14-Nov-15,147,7.5,95,80,66,700,174,25,17.5,     <0.15,3.8,2.3,,,,,,,,,,
15-Nov-15,185,7.6,158,140,112,776,234,29,17.1,     <0.15,4.7,2.5,,,,,,,,,,
16-Nov-15,133,7.4,213,272,200,864,308,35,19.2,0.16,6.3,3.2,,,,,,,,,,
17-Nov-15,168,7.4,194,276,192,894,294,34,15.7,     <0.15,6.8,3.4,,,,,,,,,,
18-Nov-15,277,7.4,103,108,74,596,176,18,9.9,0.27,3.7,1.7,,,,,,,,,,
19-Nov-15,200,7.3,107,92,60,650,152,22,11.6,     <0.15,4.4,2.6,,,,,,,,,,
20-Nov-15,173,7.5,107,104,82,710,188,25,14.1,     <0.15,4.2,2.5,,,,,,,,,,
21-Nov-15,235,7.5,      T/X,104,84,786,174,29,16.2,0.21,4.0,2.0,,,,,,,,,,
22-Nov-15,236,7.4,108,118,94,1037,200,23,12.5,1.04,3.2,1.3,,,,,,,,,,
23-Nov-15,212,7.5,73,80,54,1104,250,20,12.7,0.29,4.0,2.5,,,,,,,,,,
24-Nov-15,199,7.4,96,82,62,936,162,19,11.6,0.54,3.3,1.4,,,,,,,,,,
25-Nov-15,220,7.4,72,62,42,824,150,18,11.9,0.38,4.3,2.7,,,,,,,,,,
26-Nov-15,329,7.3,79,102,70,852,160,15,7.2,0.25,2.8,1.2,,,,,,,,,,
27-Nov-15,448,7.6,46,90,68,630,148,11,6.3,1.12,2.5,1.1,,,,,,,,,,
28-Nov-15,365,7.8,39,38,28,734,132,10,5.6,2.11,1.3,0.5,,,,,,,,,,
29-Nov-15,302,7.7,35,36,28,770,136,12,7.6,1.20,1.6,0.6,,,,,,,,,,
30-Nov-15,284,7.5,53,46,30,798,188,15,8.9,0.38,2.8,1.5,,,,,,,,,,
1-Dec-15,271,7.4,84,89,70,760,170,14,7.4,0.31,3.5,1.9,,,,,,,,,,
2-Dec-15,288,7.3,69,79,65,784,136,13,7.1,0.17,3.7,2.3,,,,,,,,,,
3-Dec-15,285,7.4,66,62,56,810,136,15,8.5,0.48,3.0,1.8,,,,,,,,,,
4-Dec-15,248,7.8,63,71,57,792,164,15,8.8,0.18,2.6,1.2,,,,,,,,,,
5-Dec-15,235,7.8,73,58,48,810,186,15,9.8,0.25,2.2,0.9,,,,,,,,,,
6-Dec-15,206,7.5,78,87,71,806,208,17,9.6,     <0.15,2.8,1.3,,,,,,,,,,
7-Dec-15,197,7.3,101,72,70,822,196,19,12.4,0.19,4.9,3.5,,,,,,,,,,
8-Dec-15,182,7.3,119,102,86,888,220,22,12.7,     <0.15,6.3,4.4,,,,,,,,,,
9-Dec-15,180,7.4,106,106,84,850,204,21,12.3,     <0.15,6.3,5.0,,,,,,,,,,
10-Dec-15,179,7.4,122,90,68,872,196,23,13.4,     <0.15,5.2,3.6,,,,,,,,,,
11-Dec-15,180,7.4,137,120,98,848,214,24,13.3,     <0.15,6.0,4.0,,,,,,,,,,
12-Dec-15,192,7.5,106,76,66,832,184,21,13.2,     <0.15,3.9,2.3,,,,,,,,,,
13-Dec-15,289,7.4,108,116,96,768,184,20,12.1,     <0.15,3.4,1.7,,,,,,,,,,
14-Dec-15,349,7.6,59,128,80,568,154,11,5.9,1.01,2.6,1.3,,,,,,,,,,
15-Dec-15,328,7.5,74,80,58,900,354,14,8.2,1.53,2.5,1.1,,,,,,,,,,
16-Dec-15,322,7.6,54,56,40,762,156,12,7.2,0.87,3.8,2.7,,,,,,,,,,
17-Dec-15,305,7.5,      T/X,58,42,754,158,16,9.5,0.53,2.7,1.3,,,,,,,,,,
18-Dec-15,303,7.7,57,34,28,774,226,17,12.5,0.27,2.8,1.6,,,,,,,,,,
19-Dec-15,296,7.7,56,40,29,732,176,15,10.1,     <0.15,2.3,1.2,,,,,,,,,,
20-Dec-15,363,7.6,56,64,58,752,174,15,10.1,0.16,2.4,1.3,,,,,,,,,,
21-Dec-15,344,7.6,47,68,46,680,158,11,5.4,1.46,1.5,0.6,,,,,,,,,,
22-Dec-15,344,7.6,66,70,48,704,138,12,5.9,0.96,1.8,0.8,,,,,,,,,,
23-Dec-15,398,7.6,53,72,52,696,138,11,6.8,0.48,1.5,0.6,,,,,,,,,,
24-Dec-15,358,7.6,      T/X,54,32,644,130,9,4.6,1.28,1.5,0.7,,,,,,,,,,
25-Dec-15,327,7.8,36,50,42,708,136,11,6.9,0.50,1.2,0.7,,,,,,,,,,
26-Dec-15,342,7.7,      T/X,124,114,756,186,13,8.2,0.42,1.6,0.4,,,,,,,,,,
27-Dec-15,395,7.7,      T/X,66,50,558,94,9,5.2,0.91,1.0,0.4,,,,,,,,,,
28-Dec-15,407,7.8,      T/X,37,29,760,122,8,5.1,1.12,1.0,0.4,,,,,,,,,,
29-Dec-15,468,7.7,      T/X,68,30,776,84,5,2.6,1.86,1.4,0.5,,,,,,,,,,
30-Dec-15,437,7.8,27,40,29,786,110,7,4.3,2.14,1.3,0.6,,,,,,,,,,
31-Dec-15,400,7.6,80,57,47,910,162,9,5.2,1.45,2.9,1.4,,,,,,,,,,
1-Jan-14,173,7.4,111,67,57,1370,146,18,11.1,1.14,6.0,4.8,,,,,,,,,,
2-Jan-14,150,7.3,112,98,78,2997,222,30,18.2,0.16,4.9,3.3,,,,,,,,,,
3-Jan-14,174,7.3,119,104,86,2035,198,32,21.7,     <0.15,6.4,5.0,,,,,,,,,,
4-Jan-14,186,7.3,119,90,76,1234,192,27,17.1,0.83,7.1,5.2,,,,,,,,,,
5-Jan-14,178,7.5,62,66,50,1208,162,17,10.0,4.04,4.3,3.1,,,,,,,,,,
6-Jan-14,173,7.4,107,72,60,1380,156,26,18.7,0.21,4.4,3.3,,,,,,,,,,
7-Jan-14,169,7.5,105,82,74,946,168,25,17.1,0.16,4.1,3.0,,,,,,,,,,
8-Jan-14,173,7.2,190,152,108,1218,272,28,17.0,0.37,11.0,8.6,,,,,,,,,,
9-Jan-14,174,7.0,150,122,108,1065,256,20,12.1,3.14,8.4,5.9,,,,,,,,,,
10-Jan-14,271,7.2,150,129,109,1163,232,24,13.7,0.35,8.1,5.7,,,,,,,,,,
11-Jan-14,441,7.1,      T/X,142,98,1611,202,12,5.6,2.36,6.7,4.9,,,,,,,,,,
12-Jan-14,296,7.4,38,48,34,1331,154,7,4.6,2.86,1.5,0.8,,,,,,,,,,
13-Jan-14,427,7.5,29,27,21,1201,160,8,4.4,2.64,1.2,0.6,,,,,,,,,,
14-Jan-14,358,7.3,79,78,70,1168,180,13,7.4,1.46,2.8,1.4,,,,,,,,,,
15-Jan-14,317,7.2,71,64,56,1130,198,12,7.0,0.91,2.5,1.4,,,,,,,,,,
16-Jan-14,320,7.2,69,70,53,1036,204,15,8.7,0.46,4.1,2.8,,,,,,,,,,
17-Jan-14,314,7.4,101,68,52,1013,174,18,9.7,0.58,6.9,4.9,,,,,,,,,,
18-Jan-14,306,7.4,69,82,60,1060,166,14,8.8,0.78,5.0,3.3,,,,,,,,,,
19-Jan-14,251,7.4,57,80,68,1153,172,14,8.9,0.93,2.7,1.4,,,,,,,,,,
20-Jan-14,186,7.3,75,63,54,1145,168,16,10.7,0.49,3.8,2.4,,,,,,,,,,
21-Jan-14,180,7.3,135,86,74,1276,226,21,13.2,     <0.15,10.3,8.4,,,,,,,,,,
22-Jan-14,198,7.2,112,54,44,1288,222,18,12.2,0.97,9.6,8.2,,,,,,,,,,
23-Jan-14,200,7.3,      T/X,59,50,1043,192,16,10.8,1.41,8.2,6.5,,,,,,,,,,
24-Jan-14,198,7.4,88,58,46,952,186,15,10.7,1.77,4.7,3.5,,,,,,,,,,
25-Jan-14,183,7.4,99,79,59,1237,182,16,10.8,1.40,3.2,1.9,,,,,,,,,,
26-Jan-14,178,7.3,      T/X,64,52,1242,180,16,11.6,0.59,2.8,1.6,,,,,,,,,,
27-Jan-14,184,7.3,      T/X,67,56,1299,222,18,12.5,1.05,7.0,4.6,,,,,,,,,,
28-Jan-14,187,7.2,63,66,58,990,192,23,15.1,0.48,6.7,5.2,,,,,,,,,,
29-Jan-14,162,7.2,113,110,86,896,224,24,14.1,0.25,6.1,4.4,,,,,,,,,,
30-Jan-14,162,7.2,119,90,80,908,238,21,13.7,0.27,6.3,4.6,,,,,,,,,,
31-Jan-14,203,7.4,140,102,82,974,252,28,17.4,     <0.15,6.2,4.5,,,,,,,,,,
1-Feb-14,183,7.3,148,144,104,1115,252,32,22.3,     <0.15,7.0,4.4,,,,,,,,,,
2-Feb-14,208,7.3,113,138,102,1350,268,28,17.0,0.26,4.8,3.2,,,,,,,,,,
3-Feb-14,191,7.3,104,88,76,1067,194,24,15.6,0.90,3.7,2.5,,,,,,,,,,
4-Feb-14,185,7.2,120,72,54,948,206,23,15.2,0.36,4.6,3.2,,,,,,,,,,
5-Feb-14,187,7.2,130,94,80,1225,202,24,14.8,0.27,6.1,4.9,,,,,,,,,,
