DATE,FLOW,pH,BOD5,SS,TS,TKN,NH3-N,P-TOT
17-Mar-16,2.81,7.3,10,11,1247,3,0.4,1.2
18-Mar-16,2.59,7.5,      N/S,14,1355,3,0.3,1.5
19-Mar-16,3.1,7.4,      N/S,13,1266,3,1.2,1.6
20-Mar-16,3.36,7.6,24,15,1164,5,2.7,1.7
21-Mar-16,3.02,7.3,15,7,1148,5,2.3,1.7
22-Mar-16,3.61,7.4,22,19,1157,5,2.5,1.8
23-Mar-16,2.49,7.4,18,18,1141,4,1.2,2.1
24-Mar-16,4.14,7.5,26,28,998,5,1.3,2
25-Mar-16,4.8,7.3,      N/S,26,858,3,0.1,1.3
26-Mar-16,2.75,7.4,      N/S,16,984,2,0.1,1.4
27-Mar-16,3.74,7.5,18,23,1054,6,2.8,1.8
28-Mar-16,3.53,7.2,17,21,1138,7,3.8,2
29-Mar-16,3.41,7.2,12,19,1204,4,1.2,1.5
30-Mar-16,3.82,7.4,9,8,1094,3,1.5,1.3
31-Mar-16,3.69,7.3,6,       <4,1072,3,1.7,1.3
